@RELATION Digg_SocialDynamicsBasedFeatures
@ATTRIBUTE tpc1  NUMERIC
@ATTRIBUTE tpc2  NUMERIC
@ATTRIBUTE upc1  NUMERIC
@ATTRIBUTE upc2  NUMERIC
@ATTRIBUTE digg1  NUMERIC
@ATTRIBUTE digg2  NUMERIC
@ATTRIBUTE authorDiggs  NUMERIC
@ATTRIBUTE authorComments  NUMERIC
@ATTRIBUTE authorFans  NUMERIC
@ATTRIBUTE authorFollows  NUMERIC
@ATTRIBUTE authorSubmissions  NUMERIC
@ATTRIBUTE class {A, B, C, D}
@DATA
7,16,5,11,20,34,78198,739,5047,291,864,C
0,0,5,11,3,4,15835,2395,1406,387,263,B
0,0,5,10,3,10,15835,2395,1406,387,263,B
0,0,4,10,4,4,42823,901,2147,422,2970,B
0,0,3,9,3,4,4533,3841,345,107,222,B
0,0,3,9,2,6,69,5,23,9,36,A
0,0,2,9,2,7,69,5,23,9,36,A
0,0,1,7,3,6,169363,2232,10081,240,2269,B
7,16,6,12,15,18,23813,118,3294,1189,306,C
0,0,5,11,3,5,2439,5791,1017,183,679,B
0,0,0,2,0,3,3820,1404,272,0,2121,B
14,32,6,12,24,30,6311,5,539,37,149,D
0,0,6,12,2,2,11771,115,159,39,11159,A
0,0,6,12,22,28,6311,5,539,37,149,D
0,0,5,12,6,7,3257,87,436,211,1419,B
0,0,5,11,3,4,1790,40,261,158,83,B
0,0,5,11,8,9,188,0,3,7,71,B
0,0,5,11,5,8,4202,0,1,0,3521,B
7,16,5,11,3,3,38871,743,696,515,25958,C
0,0,5,11,23,27,115360,124,6579,381,1522,C
0,0,5,11,5,9,1765,16,214,155,1182,B
0,0,5,11,18,21,115360,124,6579,381,1522,B
0,0,5,10,6,8,5378,0,4,0,3722,A
0,0,2,8,2,3,479,554,151,41,102,A
0,0,0,0,0,0,2872,15,797,709,2632,A
0,0,5,12,4,7,2324,0,4,0,956,B
18,32,5,11,16,22,3088,1,268,42,68,D
0,0,4,11,5,7,38871,743,696,515,25958,A
0,0,4,11,5,6,1872,12,265,300,710,B
0,0,4,10,18,30,7628,10,627,84,139,C
0,0,4,10,15,29,74173,3552,3052,155,1800,B
0,0,1,7,3,4,22942,37,3998,522,5453,A
0,0,4,11,16,21,479,0,386,400,20,B
16,30,4,10,12,17,3088,1,268,42,68,D
0,0,4,10,3,3,38871,743,696,515,25958,A
0,0,4,10,19,32,7490,63,1819,521,231,C
0,0,0,6,0,3,1138,36,66,14,294,B
0,0,0,1,0,3,6937,1151,539,1005,4452,B
0,0,0,0,0,0,298,0,145,128,106,A
0,0,5,12,6,6,721,0,0,0,17,A
0,0,5,12,7,7,233,0,0,0,11,B
0,0,5,12,5,5,273,0,0,0,8,B
0,0,5,11,8,10,30561,2039,4395,935,530,C
0,0,4,10,18,26,3624,5,199,33,48,B
0,0,4,10,6,7,13363,398,624,486,4417,B
0,0,4,10,4,4,9073,2545,547,34,4345,B
0,0,3,10,4,6,2324,0,4,0,956,B
0,0,6,13,13,21,344,1,35,23,10,B
27,48,6,12,17,27,95170,8068,4826,657,3630,D
0,0,5,12,3,3,193,9,146,180,79,A
0,0,5,12,3,4,192,22,461,535,57,A
0,0,5,12,2,4,98,2,45,16,6,A
0,0,5,12,3,4,316,0,0,0,6,B
0,0,5,12,5,5,349,0,0,0,11,B
0,0,5,11,18,18,14,0,0,0,1,B
0,0,5,11,7,7,14,0,0,0,1,A
0,0,5,11,5,5,164,0,0,0,6,A
0,0,5,11,6,8,424,0,0,0,17,B
0,0,5,11,3,4,105,1,23,37,88,A
0,0,5,11,8,8,29,0,0,0,0,B
0,0,5,11,5,6,223,0,0,0,8,B
0,0,5,11,4,4,245,0,0,0,7,B
18,32,5,11,16,22,3851,628,214,218,879,C
0,0,4,11,10,13,1765,16,214,155,1182,B
0,0,4,11,11,12,1765,16,214,155,1182,B
0,0,4,11,3,6,23,0,3,10,23,A
0,0,4,11,3,4,10,0,0,0,2,B
0,0,4,10,9,15,5148,4731,751,979,1806,B
0,0,2,9,2,3,1055,370,143,30,756,A
0,0,2,9,3,4,1055,370,143,30,756,A
8,15,1,8,3,8,4891,2726,317,1,4477,D
0,0,4,11,7,9,22943,1148,2774,664,3184,B
0,0,4,10,10,11,94909,24747,3053,949,1864,B
0,0,3,10,5,10,13363,398,624,486,4417,B
0,0,2,9,5,8,1765,16,214,155,1182,B
0,0,2,8,3,3,3774,145,1267,1798,2092,B
0,0,6,12,4,6,23358,84,753,38,9726,A
0,0,2,8,5,6,2649,4,6,0,812,B
0,0,0,6,0,13,340,134,67,9,267,B
0,0,0,4,0,3,3876,147,783,125,1184,A
0,0,6,12,17,18,8695,11,895,511,148,B
0,0,5,11,13,13,183,17,60,6,3,B
0,0,4,10,3,4,1675,0,2,0,471,A
0,0,5,11,9,16,94909,24747,3053,949,1864,B
0,0,5,11,16,22,2969,13,205,32,103,B
0,0,4,10,3,3,9073,2545,547,34,4345,A
0,0,6,12,3,6,6937,1151,539,1005,4452,B
0,0,6,12,8,16,30561,2039,4395,935,530,C
0,0,5,12,4,5,6778,1756,764,45,1532,B
0,0,5,11,14,16,7997,26,568,124,235,B
0,0,4,10,4,6,977,155,250,338,413,B
0,0,3,9,6,6,23358,84,753,38,9726,A
0,0,2,8,3,4,2324,0,4,0,956,A
0,0,6,12,6,6,3,0,0,0,1,A
0,0,6,12,3,8,7209,2295,355,284,1155,B
7,14,5,11,17,26,1068,64,1092,1940,732,C
0,0,5,11,4,13,54741,303,2240,401,2090,C
0,0,4,10,4,5,1872,12,265,300,710,A
7,14,6,12,31,44,1353,16,137,26,14,C
0,0,1,7,12,17,22942,37,3998,522,5453,B
0,0,0,5,0,4,8157,722,1456,890,864,A
9,16,0,5,0,13,23358,84,753,38,9726,D
0,0,6,12,7,9,7997,26,568,124,235,B
0,0,5,12,7,12,9013,15171,938,212,310,B
0,0,5,12,5,8,148237,1200,13869,488,3516,A
0,0,5,11,20,25,89707,15817,14341,1551,2667,C
0,0,5,11,2,3,466,16,373,715,322,A
0,0,5,11,6,8,466,16,373,715,322,B
0,0,5,11,6,10,42823,901,2147,422,2970,B
0,0,0,5,0,2,63426,4420,3163,668,4098,B
0,0,6,12,12,18,97303,1576,26429,615,20977,B
14,28,6,12,13,19,95170,8068,4826,657,3630,D
0,0,5,11,6,6,115,0,0,0,31,B
0,0,3,10,4,5,15017,477,1654,660,6728,A
0,0,3,9,5,10,54741,303,2240,401,2090,B
0,0,3,9,5,10,54741,303,2240,401,2090,B
0,0,0,1,0,5,38871,743,696,515,25958,A
0,0,0,0,0,0,38871,743,696,515,25958,A
0,0,6,12,5,6,7997,26,568,124,235,B
0,0,6,12,9,15,7997,26,568,124,235,D
0,0,5,12,8,11,2085,2208,576,110,254,B
0,0,5,11,5,7,6065,6194,485,24,1404,A
0,0,5,11,9,19,41348,6137,3497,446,2269,B
0,0,5,11,4,4,97,1,5,0,46,A
0,0,6,13,5,5,188,0,3,7,71,B
7,14,6,12,7,12,89707,15817,14341,1551,2667,D
0,0,4,10,5,7,76527,214,1784,926,2152,B
0,0,2,9,3,3,309,11,53,16,142,B
0,0,0,5,0,2,6937,1151,539,1005,4452,A
0,0,0,2,0,4,6937,1151,539,1005,4452,B
0,0,6,13,3,3,472,105,246,683,27,A
0,0,6,12,15,19,95170,8068,4826,657,3630,B
0,0,6,12,4,5,20,1,19,17,16,A
0,0,5,12,4,4,20,1,19,17,16,A
7,14,4,11,3,7,2054,400,286,151,1192,C
0,0,4,11,8,8,2787,0,2,0,1638,B
0,0,0,6,0,5,559,2,88,158,165,A
0,0,0,0,0,0,38871,743,696,515,25958,B
0,0,0,0,0,0,38871,743,696,515,25958,B
0,0,0,0,0,0,38871,743,696,515,25958,B
0,0,0,0,0,0,38871,743,696,515,25958,B
0,0,0,0,0,0,38871,743,696,515,25958,A
0,0,5,12,8,10,2969,2253,917,116,595,B
0,0,4,11,6,11,76527,214,1784,926,2152,B
0,0,2,8,3,4,45,4,10,3,11,A
0,0,6,12,5,5,505,0,0,0,21,A
0,0,4,11,8,13,41348,6137,3497,446,2269,B
0,0,2,9,2,4,3046,2389,387,180,337,B
0,0,6,12,5,5,87449,1769,1237,718,3870,A
0,0,5,12,11,15,148237,1200,13869,488,3516,B
8,15,5,12,12,17,148237,1200,13869,488,3516,C
0,0,2,8,5,5,10072,377,209,145,1794,A
0,0,0,4,0,4,6065,6194,485,24,1404,B
8,14,5,12,13,20,74173,3552,3052,155,1800,C
0,0,5,11,2,4,840,50,82,142,258,A
7,14,3,10,7,12,536,17,174,285,212,B
0,0,0,4,0,2,4544,0,2,0,3641,A
0,0,6,12,3,4,209,3,56,0,39,A
16,28,5,12,11,14,95170,8068,4826,657,3630,C
0,0,5,12,22,22,477,1,114,52,14,B
0,0,5,12,18,18,477,1,114,52,14,B
0,0,5,12,18,28,4458,48,408,161,59,C
7,14,5,12,16,24,4458,48,408,161,59,C
0,0,2,9,5,7,565,26,301,535,405,A
0,0,2,8,3,9,76499,142,4644,391,1088,B
8,14,5,12,8,12,66576,117,3532,225,897,D
7,14,5,11,7,11,477,1,114,52,14,D
0,0,4,11,3,4,6065,6194,485,24,1404,A
0,0,4,10,4,5,8157,722,1456,890,864,A
0,0,0,2,0,3,74,41,15,3,67,A
0,0,4,11,2,3,237,70,199,403,120,A
0,0,6,12,25,33,148237,1200,13869,488,3516,D
0,0,6,12,4,4,63426,4420,3163,668,4098,B
7,14,6,12,14,23,50172,1079,3179,1219,588,D
0,0,3,10,4,6,3888,281,183,94,467,B
0,0,1,7,5,5,2439,5791,1017,183,679,A
0,0,0,0,0,0,23358,84,753,38,9726,B
0,0,4,10,4,8,63976,1166,11005,257,2056,C
0,0,4,11,10,17,97303,1576,26429,615,20977,D
0,0,1,8,4,4,3782,233,202,24,2930,A
0,0,5,11,7,7,25900,1404,1003,354,552,B
0,0,5,11,7,7,25900,1404,1003,354,552,B
0,0,3,10,3,4,1872,12,265,300,710,B
0,0,0,0,0,0,8,4,30,53,3,A
0,0,6,13,5,5,365,0,0,0,14,B
0,0,2,8,3,3,530,1,175,227,240,A
0,0,5,12,5,5,19,0,0,0,3,B
0,0,4,11,3,3,3741,487,833,1120,2970,A
0,0,0,7,0,3,1607,0,8,0,506,A
0,0,6,13,2,2,1278,1,74,37,51,A
0,0,6,13,6,8,4799,420,89,38,1714,A
7,14,6,12,11,22,79247,379,1789,1438,1328,D
7,14,5,11,4,13,1025,6,112,105,611,D
0,0,5,11,2,7,7703,13,395,0,4423,B
0,0,4,11,2,4,528,2,129,132,31,B
0,0,0,5,0,2,185,2,749,2000,179,A
0,0,7,13,4,6,24114,2653,1611,1117,10557,A
0,0,6,13,2,2,25900,1404,1003,354,552,B
0,0,6,13,6,7,68860,1738,2930,340,2761,B
0,0,6,13,6,7,27318,451,877,622,3700,B
14,27,5,12,9,13,89707,15817,14341,1551,2667,C
0,0,5,12,2,5,3489,31,180,64,2124,A
0,0,5,12,6,7,42823,901,2147,422,2970,B
0,0,5,11,4,5,42823,901,2147,422,2970,B
0,0,3,9,2,3,283,0,15,64,86,A
7,13,0,5,0,8,2360,1,181,30,51,D
0,0,6,13,2,3,155,1,25,2,92,A
0,0,5,11,3,3,3626,77,182,425,2957,A
0,0,5,12,2,3,8754,6076,434,10,120,B
13,27,5,11,12,27,41348,6137,3497,446,2269,D
0,0,2,9,13,17,93312,496,10075,396,1552,C
0,0,5,11,18,22,325505,14513,20359,311,2148,C
0,0,5,11,11,16,325505,14513,20359,311,2148,C
0,0,2,8,4,4,2751,0,2,0,1726,A
0,0,6,12,10,13,131406,3128,9039,235,1852,B
0,0,2,8,6,7,4544,0,2,0,3641,A
0,0,1,7,5,5,1742,0,11,0,445,B
0,0,4,11,3,3,620,9,122,0,162,B
0,0,2,8,2,2,3102,66,238,166,1808,A
0,0,5,12,15,15,1113,29,71,83,821,B
0,0,5,12,5,6,2089,1516,1204,1029,31,B
0,0,5,12,13,13,1113,29,71,83,821,B
0,0,5,11,3,3,174,16,45,92,26,A
0,0,5,12,5,5,5042,2985,462,331,551,A
0,0,5,11,6,6,1211,58,64,2,601,A
0,0,2,8,2,2,15017,477,1654,660,6728,B
0,0,5,11,3,4,34836,1564,2093,312,2843,B
0,0,4,11,3,3,4891,2726,317,1,4477,A
0,0,4,11,3,3,5041,4036,568,103,635,A
0,0,4,10,8,14,13952,289,2957,224,552,B
0,0,0,0,0,0,4799,420,89,38,1714,A
0,0,6,13,22,25,50172,1079,3179,1219,588,B
0,0,4,11,2,3,15017,477,1654,660,6728,A
0,0,4,11,7,11,111719,177,4316,683,2355,B
0,0,7,13,5,5,15017,477,1654,660,6728,B
0,0,6,13,4,6,5800,113,1910,121,4090,B
0,0,0,6,0,2,628,46,88,24,345,B
7,14,6,12,14,24,2468,4,233,38,45,D
0,0,0,1,0,5,847,43,984,1868,236,A
0,0,6,12,12,22,2468,4,233,38,45,C
7,14,5,12,6,9,97303,1576,26429,615,20977,C
14,28,5,12,14,22,2468,4,233,38,45,D
0,0,1,7,5,6,213,15,116,142,156,A
0,0,5,12,3,3,24114,2653,1611,1117,10557,A
0,0,6,12,12,15,111719,177,4316,683,2355,B
0,0,6,12,7,8,8308,0,6,0,5039,B
0,0,4,11,2,3,5379,0,4,0,3723,A
0,0,4,10,5,6,94,14,35,36,89,A
7,13,6,13,26,44,461,0,103,52,14,D
0,0,6,13,11,12,23813,118,3294,1189,306,C
0,0,6,13,3,3,5465,96,311,51,2950,A
0,0,6,12,5,6,9524,1455,1156,1630,5971,A
0,0,6,12,3,6,29473,1554,1806,428,4179,D
0,0,0,6,0,3,15017,477,1654,660,6728,A
0,0,0,6,0,3,15017,477,1654,660,6728,B
0,0,0,6,0,2,15017,477,1654,660,6728,A
0,0,0,0,0,0,15017,477,1654,660,6728,B
0,0,6,12,6,6,287,0,1,0,7,A
7,14,5,11,21,33,461,0,103,52,14,D
0,0,2,8,5,8,1765,16,214,155,1182,B
0,0,5,12,3,3,5465,96,311,51,2950,A
0,0,5,11,9,11,287,0,1,0,7,B
0,0,5,11,2,3,29087,87,2928,831,372,B
0,0,3,10,3,5,530,1,175,227,240,A
0,0,0,0,0,0,148,2,34,2,46,A
0,0,3,10,4,6,414,280,98,29,284,A
0,0,2,8,4,4,1866,100,619,775,1265,A
0,0,5,11,4,4,502,0,1,0,330,B
0,0,0,0,0,0,542,166,313,569,285,B
0,0,5,12,5,5,9524,1455,1156,1630,5971,A
0,0,5,12,2,3,178,48,49,20,37,A
0,0,5,11,7,9,97303,1576,26429,615,20977,D
0,0,6,13,10,10,15017,477,1654,660,6728,B
0,0,3,9,2,2,136,1,1,0,77,A
0,0,0,3,0,3,334,3,171,150,30,A
0,0,0,2,0,3,694,0,133,118,64,A
0,0,0,2,0,2,694,0,133,118,64,B
0,0,7,13,5,5,24114,2653,1611,1117,10557,A
0,0,6,12,4,4,15017,477,1654,660,6728,B
0,0,4,10,4,8,225,30,147,157,95,B
0,0,5,11,2,2,53,3,68,51,1,A
0,0,4,11,4,4,15017,477,1654,660,6728,B
0,0,2,8,3,4,830,602,66,35,350,A
0,0,5,12,9,14,7997,26,568,124,235,D
0,0,5,11,8,8,50172,1079,3179,1219,588,B
0,0,0,5,0,3,370,4,47,5,191,B
0,0,6,12,11,11,1607,0,8,0,506,B
0,0,5,12,4,4,1053,0,1,0,749,A
0,0,5,12,3,3,1053,0,1,0,749,A
0,0,4,10,6,6,5379,0,4,0,3723,B
0,0,1,8,2,2,365,6,92,91,262,A
0,0,6,12,4,6,596,7,142,139,362,B
0,0,5,12,3,3,6189,28,325,197,4631,A
0,0,4,10,4,4,5975,138,328,5,3577,B
0,0,0,0,0,0,61480,2192,2519,424,598,B
0,0,6,12,5,6,58,0,40,29,53,B
0,0,2,8,2,2,370,4,47,5,191,A
14,28,5,12,5,13,537,2,129,148,488,D
0,0,5,12,2,2,672,0,401,445,356,A
0,0,5,11,5,6,257,0,1,0,96,B
0,0,0,5,0,4,4,0,1,0,4,B
0,0,6,13,5,6,458,19,863,1860,302,A
0,0,5,12,6,7,19407,43,705,397,975,B
0,0,5,11,5,6,1017,0,47,0,976,A
0,0,4,11,3,3,6819,0,12,0,2809,B
0,0,0,0,0,0,635,15,1172,711,97,A
29,62,5,11,6,12,13952,289,2957,224,552,D
0,0,5,11,5,9,2144,1,68,3,2112,B
7,17,6,12,11,15,54741,303,2240,401,2090,D
0,0,4,11,3,5,6189,28,325,197,4631,A
0,0,7,13,4,5,2788,0,2,0,1639,B
6,19,7,13,8,8,54741,303,2240,401,2090,D
0,0,6,13,3,3,4891,2726,317,1,4477,A
0,0,5,11,7,7,95,27,36,22,24,B
0,0,5,11,2,2,54741,303,2240,401,2090,B
0,0,4,11,4,4,2324,0,4,0,956,B
0,0,5,11,2,2,23,5,5,5,8,A
0,0,4,10,2,2,23,5,5,5,8,A
0,0,4,10,2,2,23,5,5,5,8,A
0,0,3,10,4,5,284,0,134,147,210,A
0,0,5,11,7,7,54741,303,2240,401,2090,C
0,0,5,11,7,9,150,9,44,11,144,B
0,0,5,11,3,3,54741,303,2240,401,2090,B
0,0,5,11,8,8,2872,15,797,709,2632,B
0,0,5,11,8,8,2872,15,797,709,2632,B
0,0,5,11,8,8,2872,15,797,709,2632,B
16,44,5,11,8,10,89,58,15,9,62,D
0,0,4,10,6,6,524,176,98,135,84,A
0,0,3,9,6,6,83,1,149,28,55,A
0,0,2,8,2,3,284,0,134,147,210,A
0,0,6,12,2,6,97,0,46,18,72,A
0,0,6,12,5,6,1021,504,45,75,968,A
0,0,6,12,6,6,11771,115,159,39,11159,A
0,0,4,11,6,7,378,26,80,69,98,A
0,0,4,10,2,2,11771,115,159,39,11159,C
0,0,4,10,5,5,166,0,60,342,12,A
0,0,1,7,3,3,880,0,101,175,235,B
0,0,5,10,2,3,213,15,116,142,156,A
0,0,5,10,2,4,368,12,66,33,81,A
14,29,4,10,7,8,11345,36,1991,1768,125,C
0,0,0,4,0,2,54741,303,2240,401,2090,B
0,0,4,10,3,7,1050,2,225,249,568,B
0,0,3,9,3,8,345,22,95,45,89,A
0,0,2,8,3,3,11771,115,159,39,11159,A
0,0,1,7,4,4,1227,19,112,35,872,B
0,0,1,7,2,4,16,0,38,52,10,A
0,0,5,11,59,83,78,0,11,0,9,C
0,0,1,7,2,3,460,5,94,161,304,A
0,0,5,11,2,6,1050,2,225,249,568,A
0,0,4,10,5,7,41,0,19,3,34,A
0,0,3,9,5,10,11771,115,159,39,11159,B
0,0,1,7,3,6,37,0,31,92,27,A
0,0,0,0,0,0,880,0,101,175,235,A
0,0,0,0,0,0,880,0,101,175,235,A
0,0,4,10,2,4,3820,1404,272,0,2121,A
0,0,2,8,3,3,4239,0,407,211,3210,B
0,0,0,0,0,0,880,0,101,175,235,A
0,0,5,12,2,3,28124,349,1763,173,340,B
0,0,5,12,8,9,1050,2,225,249,568,B
0,0,5,11,7,7,73,0,51,17,61,A
0,0,4,11,8,8,10,0,0,0,1,A
0,0,4,10,2,2,5403,3,451,586,1857,A
0,0,2,8,9,10,598,76,55,37,13,B
0,0,0,6,3,4,11771,115,159,39,11159,A
0,0,5,11,2,5,11553,18,574,44,166,C
0,0,6,13,4,7,38,0,45,48,38,A
0,0,6,12,4,6,2089,1516,1204,1029,31,B
0,0,5,12,4,4,4544,0,2,0,3641,A
0,0,5,11,5,6,257,0,1,0,96,A
0,0,5,11,5,6,29910,220,337,126,5547,A
0,0,5,11,5,7,2524,39,798,11,2499,A
0,0,4,11,6,7,22942,37,3998,522,5453,B
0,0,4,11,8,10,147,22,60,3,92,B
0,0,4,10,4,15,579,1,65,161,475,B
0,0,4,10,2,7,11553,18,574,44,166,C
0,0,0,6,0,6,741,49,184,390,221,A
0,0,5,11,5,8,3489,31,180,64,2124,B
0,0,5,11,4,7,9935,799,1106,104,8659,B
0,0,5,11,10,15,7997,26,569,124,235,C
0,0,4,10,3,5,9935,799,1106,104,8659,A
0,0,2,8,3,6,22942,37,3998,522,5453,B
0,0,5,11,3,4,559,0,172,18,492,A
0,0,5,11,3,3,1050,2,225,249,568,A
0,0,4,10,7,16,7997,26,569,124,235,B
0,0,4,10,4,4,1872,12,265,300,710,B
0,0,5,12,9,9,988,10,229,303,750,A
0,0,6,12,4,4,29,17,0,4,29,A
0,0,5,12,4,6,586,0,45,42,465,A
0,0,5,11,9,13,23,0,25,0,19,B
0,0,4,11,5,6,9935,799,1106,104,8659,B
0,0,4,10,4,8,3782,233,202,24,2930,B
0,0,3,10,3,3,3782,233,202,24,2930,A
0,0,3,9,3,5,359,12,23,19,264,A
0,0,2,9,9,12,227,0,68,30,125,B
0,0,2,8,2,2,1872,12,265,300,710,A
0,0,0,1,0,3,4799,420,89,38,1714,A
0,0,0,1,0,2,3820,1404,272,0,2121,B
0,0,5,11,8,8,143,1,58,83,125,B
0,0,3,10,4,11,451,8,231,19,57,B
0,0,3,10,3,3,115,0,0,0,31,A
0,0,0,0,0,2,460,5,94,161,304,A
0,0,6,12,9,9,579,1,65,161,475,A
0,0,1,7,2,2,2324,0,4,0,956,A
30,43,0,2,0,4,2524,39,798,11,2499,C
0,0,5,12,6,8,5379,0,4,0,3723,B
0,0,5,11,5,5,114,0,124,315,66,A
0,0,5,11,5,6,22942,37,3998,522,5453,A
0,0,4,11,3,5,1742,0,11,0,445,B
0,0,2,8,2,5,4544,0,2,0,3641,A
0,0,1,8,6,6,861,5,84,122,830,A
0,0,0,4,0,10,57,6,29,16,35,B
0,0,6,12,5,5,2264,14,346,20,1381,A
0,0,6,12,4,4,20915,6165,1549,977,5409,B
0,0,6,12,2,3,1050,2,225,249,568,A
0,0,5,12,9,9,5565,20,57,1,16,B
0,0,5,12,7,9,581,192,79,120,561,B
7,14,3,10,6,11,138783,711,8161,290,1434,C
0,0,0,5,0,6,271,0,469,485,112,A
0,0,6,12,5,5,3489,31,180,64,2124,A
0,0,6,12,7,7,1811,232,346,246,1361,A
0,0,5,12,7,7,20,0,44,0,3,A
0,0,5,11,6,6,811,10,50,24,691,A
0,0,3,10,5,6,300,26,195,337,130,A
0,0,2,9,3,3,29,17,0,4,29,A
0,0,6,13,5,11,7,0,1,0,6,B
7,13,6,12,5,7,20915,6165,1549,977,5409,C
0,0,6,12,2,2,1113,29,71,83,821,A
0,0,6,12,4,5,2264,14,346,20,1381,A
0,0,5,11,8,10,764,52,175,222,699,B
0,0,4,10,5,9,618,259,116,49,335,B
0,0,6,12,4,9,7,0,1,0,6,B
0,0,5,11,4,4,565,26,301,535,405,A
0,0,5,11,6,6,20915,6165,1549,977,5409,B
0,0,4,10,2,6,689,2,99,345,613,A
0,0,0,3,0,3,3782,233,202,24,2930,B
0,0,6,13,18,23,79247,379,1789,1438,1328,C
0,0,6,12,3,5,345,73,53,12,249,A
0,0,6,12,5,5,345,73,53,12,249,A
0,0,6,12,14,17,134,12,40,4,41,B
0,0,6,12,9,10,1811,232,346,246,1361,B
0,0,6,12,5,5,16551,649,843,302,7313,A
0,0,5,11,6,6,5379,0,4,0,3723,A
13,25,4,11,20,25,79247,379,1789,1438,1328,D
7,13,5,12,11,21,329435,6164,18144,459,3633,D
0,0,5,11,7,7,208,5,21,0,200,A
0,0,5,11,3,5,644,4,36,1,621,A
13,26,5,11,14,33,8671,2,594,51,153,D
6,13,5,11,15,26,8671,2,594,51,153,D
0,0,4,10,7,8,5379,0,4,0,3723,A
0,0,3,10,8,9,257,0,1,0,96,B
0,0,2,8,10,12,102,29,47,92,62,B
14,26,5,12,11,25,7337,3,550,35,151,D
0,0,5,12,10,10,208,5,21,0,200,B
0,0,5,11,15,25,7337,3,550,35,151,C
0,0,5,11,7,8,10909,19,843,958,4552,B
0,0,5,11,5,6,9135,1432,762,114,3488,A
0,0,4,10,4,6,227,0,68,30,125,A
12,26,5,11,15,24,10297,420,2486,585,552,D
0,0,5,11,5,8,47,2,24,5,6,B
0,0,4,11,5,6,273,27,924,2000,202,A
0,0,2,8,3,3,257,0,1,0,96,B
12,25,5,11,18,28,115360,124,6579,381,1522,D
0,0,5,11,3,3,20915,6165,1549,977,5409,A
0,0,5,11,4,4,27425,2590,531,37,9872,A
0,0,2,8,2,2,19407,43,705,397,975,A
0,0,6,12,10,16,76499,142,4644,391,1088,D
0,0,6,12,3,7,11518,785,879,34,3358,B
0,0,6,12,5,5,3774,145,1267,1798,2092,A
0,0,6,12,8,8,472,105,246,683,27,B
0,0,5,12,10,11,27425,2590,531,37,9872,B
0,0,5,12,4,4,472,105,246,683,27,A
0,0,5,12,11,13,2926,138,242,60,1281,C
0,0,5,11,6,8,360,62,121,71,65,A
0,0,6,12,9,21,68696,1593,5126,673,1479,B
0,0,5,12,5,5,3774,145,1267,1798,2092,B
0,0,5,12,4,4,395,0,72,36,15,A
0,0,5,11,12,15,201,348,40,3,138,B
0,0,5,11,2,6,1872,12,265,300,710,B
7,13,4,11,6,15,11518,785,879,34,3358,B
0,0,3,10,5,7,1607,0,8,0,506,B
0,0,6,13,6,6,1553,0,428,625,1325,A
0,0,6,12,6,10,27425,2590,531,37,9872,B
0,0,6,12,9,15,11518,785,879,34,3358,B
0,0,5,11,3,4,27425,2590,531,37,9872,A
0,0,4,11,5,5,39,1,18,12,30,A
0,0,4,10,8,8,356,6,50,60,349,A
0,0,4,10,7,7,134,14,80,81,78,A
0,0,2,9,2,4,19407,43,705,397,975,B
0,0,2,8,5,13,577,39,131,112,298,B
0,0,6,13,6,6,2500,3,450,561,1730,A
0,0,6,12,7,7,466,154,132,130,424,A
7,13,5,12,8,16,11518,785,879,34,3358,C
0,0,5,12,7,7,1347,164,452,528,1168,A
0,0,5,12,4,5,2089,1516,1204,1029,31,B
0,0,5,11,8,8,20915,6165,1549,977,5409,B
0,0,5,12,13,18,76527,214,1784,926,2152,B
0,0,5,11,6,6,58,49,33,61,54,A
0,0,5,11,7,7,309,24,105,224,167,A
0,0,5,11,5,6,3485,55,199,37,1772,B
0,0,3,10,6,6,609,22,932,2286,551,A
0,0,1,7,3,21,699,0,90,34,23,C
0,0,0,7,8,8,814,12,1170,1859,683,A
0,0,6,12,2,3,87449,1769,1237,718,3870,A
0,0,5,12,3,3,76527,214,1784,926,2152,A
0,0,5,11,6,7,323,8,32,10,316,A
0,0,5,11,5,5,2056,48,826,2000,1162,A
0,0,4,10,7,7,620,9,122,0,162,A
0,0,4,10,11,17,126,0,152,164,3,B
0,0,3,10,8,10,11518,785,879,34,3358,B
0,0,0,6,0,4,296,5,59,2,232,A
0,0,0,2,0,4,154,7,25,61,114,A
0,0,6,12,9,10,11771,115,159,39,11159,B
0,0,5,11,8,12,25900,1404,1003,354,552,B
0,0,5,11,8,11,25900,1404,1003,354,552,B
0,0,4,11,8,11,11518,785,879,34,3358,B
0,0,3,9,3,3,7703,13,395,0,4423,A
0,0,0,7,3,11,27425,2590,531,37,9872,B
0,0,6,12,15,28,95170,8068,4826,657,3630,B
0,0,2,8,3,5,741,49,184,390,221,A
0,0,0,5,0,2,7169,9,137,212,3809,A
0,0,6,12,4,4,43,456,68,2,25,A
0,0,1,8,2,2,4544,0,2,0,3641,B
0,0,7,13,6,6,170,5,40,36,144,A
0,0,6,12,8,9,6512,435,785,1015,2472,B
0,0,6,12,6,6,356,6,50,60,349,A
0,0,6,12,6,7,1347,164,452,528,1168,A
0,0,6,12,7,8,263,4,50,84,237,A
0,0,6,12,11,11,2521,7,633,1807,541,B
0,0,5,11,7,7,10202,141,467,2,8943,A
0,0,5,11,9,10,12258,43,1785,275,526,B
0,0,5,11,3,3,13340,0,138,493,6419,A
0,0,5,11,7,11,5975,138,328,5,3577,B
0,0,5,11,4,4,16551,649,843,302,7313,B
0,0,4,11,8,8,4116,847,236,185,3329,A
0,0,4,10,14,14,980,289,98,62,605,B
