@RELATION Digg_SocialDynamicsBasedFeatures
@ATTRIBUTE tpc1  NUMERIC
@ATTRIBUTE tpc2  NUMERIC
@ATTRIBUTE upc1  NUMERIC
@ATTRIBUTE upc2  NUMERIC
@ATTRIBUTE digg1  NUMERIC
@ATTRIBUTE digg2  NUMERIC
@ATTRIBUTE authorDiggs  NUMERIC
@ATTRIBUTE authorComments  NUMERIC
@ATTRIBUTE authorFans  NUMERIC
@ATTRIBUTE authorFollows  NUMERIC
@ATTRIBUTE authorSubmissions  NUMERIC
@ATTRIBUTE class {A, B, C, D}
@DATA
0,0,1,7,5,6,1987,336,297,267,2598,A
0,0,0,5,0,10,27425,2590,531,37,9872,B
0,0,0,5,0,3,27425,2590,531,37,9872,A
0,0,0,3,0,10,27425,2590,531,37,9872,B
0,0,6,12,3,4,39,1,18,12,30,A
0,0,6,12,3,3,4343,55,305,142,469,A
0,0,6,12,6,6,210,26,825,1928,31,A
0,0,5,11,4,4,58,7,82,10,23,A
0,0,4,10,5,8,462,4,275,294,455,A
6,13,3,10,3,4,5758,2,1169,1943,2209,B
0,0,0,0,0,0,699,0,90,34,23,D
7,13,6,12,14,18,93312,496,10075,396,1552,C
7,13,5,12,21,27,95170,8068,4826,657,3630,C
0,0,5,11,2,2,1918,28,934,2125,930,B
0,0,5,11,3,7,495,6,2,0,204,B
0,0,0,0,0,0,245,0,41,20,5,C
0,0,5,12,4,4,580,29,113,181,35,A
0,0,5,12,8,8,1072,12,239,422,795,B
0,0,5,12,6,6,561,6,123,180,321,A
0,0,5,11,12,19,325505,14513,20359,311,2148,B
70,134,5,11,4,20,647,84,370,338,346,D
0,0,5,11,3,3,7209,2295,355,284,1155,A
0,0,4,11,3,4,7209,2295,355,284,1155,B
0,0,4,10,5,6,9135,1432,762,114,3488,A
0,0,6,12,3,3,1348,20,172,141,659,A
0,0,6,12,5,5,1348,20,172,141,659,A
6,13,5,12,22,39,82931,121,8763,875,1841,D
0,0,5,11,3,4,19407,43,705,397,975,A
0,0,5,11,30,45,82931,121,8763,875,1841,D
0,0,4,11,5,5,416,40,13,0,295,B
0,0,1,8,5,7,13660,167,289,459,718,A
0,0,0,3,0,7,11488,9492,1147,572,785,B
0,0,6,12,5,5,1210,234,510,1100,84,A
6,13,5,12,7,12,325,3,72,66,235,C
0,0,5,11,18,28,97303,1576,26429,615,20977,D
0,0,0,1,0,4,234,48,388,408,59,A
0,0,5,11,5,6,4239,0,407,211,3210,B
0,0,4,11,6,11,66,145,31,1,6,B
0,0,4,11,6,7,42,3,10,23,12,B
0,0,0,3,0,2,22943,1148,2774,664,3184,A
0,0,6,12,5,10,25900,1404,1003,354,552,B
0,0,6,12,9,15,8149,74,1223,1047,320,C
0,0,5,12,7,8,20915,6165,1549,977,5409,B
13,25,6,13,15,26,95170,8068,4826,657,3630,C
0,0,6,12,13,15,8149,74,1223,1047,320,B
0,0,6,13,11,22,138783,711,8161,290,1434,B
0,0,6,12,15,22,11345,36,1991,1768,125,B
13,25,5,12,8,15,5678,119,471,0,2393,B
0,0,5,12,11,16,54741,303,2240,401,2090,B
6,13,3,10,10,14,113,0,7,0,92,C
0,0,3,9,3,4,309,47,147,133,180,A
0,0,2,9,2,4,24114,2653,1611,1117,10557,A
0,0,2,9,4,10,20915,6165,1549,977,5409,B
0,0,2,8,5,5,2789,0,2,0,1640,A
0,0,6,13,10,18,78,10,34,138,25,B
0,0,5,12,2,2,2358,4,60,64,951,A
0,0,4,10,2,4,257,0,1,0,96,A
0,0,0,2,0,3,7888,320,241,68,303,A
0,0,6,12,2,2,2358,4,60,64,951,A
0,0,5,12,2,2,2358,4,60,64,951,A
0,0,5,12,2,2,2358,4,60,64,951,A
0,0,4,11,14,19,95170,8068,4826,657,3630,B
7,13,4,11,22,33,74173,3552,3052,155,1800,C
6,13,4,11,5,8,89707,15817,14341,1551,2667,D
0,0,4,11,2,2,2358,4,60,64,951,A
0,0,4,10,2,2,2358,4,60,64,951,A
0,0,6,12,2,2,15835,2395,1406,387,263,A
0,0,5,12,2,2,15835,2395,1406,387,263,B
0,0,5,12,2,2,543,15,366,387,286,A
13,26,5,12,21,29,95170,8068,4826,657,3630,C
28,52,4,11,13,25,41348,6137,3497,446,2269,D
0,0,6,13,12,14,95170,8068,4826,657,3630,B
21,42,5,12,19,30,7141,7,514,41,156,D
0,0,5,12,26,38,7997,26,569,124,235,B
0,0,5,12,8,9,54741,303,2240,401,2090,B
0,0,5,12,14,19,15835,2395,1406,387,263,B
0,0,4,11,9,14,41348,6137,3497,446,2269,B
0,0,4,11,16,29,543,15,366,387,286,C
0,0,5,12,2,2,6778,1756,764,45,1532,B
0,0,5,12,18,28,41464,162,4975,196,704,C
0,0,5,12,4,6,1075,1,80,23,395,A
0,0,4,11,7,9,1765,16,214,155,1182,B
7,13,4,11,19,26,147417,29039,12137,397,1404,D
0,0,3,10,2,5,4041,3425,348,179,324,B
0,0,2,9,2,4,663,488,247,16,428,A
0,0,0,6,0,6,24114,2653,1611,1117,10557,B
7,13,6,12,4,7,16387,4852,2813,588,4178,D
0,0,6,12,16,28,97303,1576,26429,615,20977,C
0,0,5,11,3,5,4385,45,193,364,4310,B
0,0,0,5,0,4,24114,2653,1611,1117,10557,A
0,0,6,12,4,5,1379,3,104,32,666,A
7,14,6,11,26,38,147417,29039,12137,397,1404,D
0,0,3,10,2,3,1100,274,197,181,602,B
0,0,0,7,0,17,543,15,366,387,286,D
0,0,0,6,0,2,5146,310,171,1,2030,A
0,0,7,13,22,26,3624,5,199,33,48,C
14,26,7,12,8,16,41348,6137,3497,446,2269,C
18,39,6,12,24,32,1153,1,118,36,36,D
6,13,6,11,18,28,1153,1,118,36,36,D
0,0,6,11,3,3,9073,2545,547,34,4345,A
0,0,5,11,3,3,2054,400,286,151,1192,A
0,0,7,12,2,3,52,1,52,19,10,A
0,0,2,8,2,4,11231,20,914,297,4187,A
0,0,0,5,0,4,8157,722,1456,890,864,B
0,0,0,3,0,3,881,1,143,459,22,A
0,0,5,11,17,23,8010,26,573,124,236,C
0,0,5,11,14,28,325505,14513,20359,311,2148,B
0,0,1,7,2,7,38871,743,696,515,25958,B
0,0,5,12,9,9,29,2,6,6,15,A
0,0,5,6,23,42,4474,48,409,161,60,C
0,0,5,11,21,25,4474,48,409,161,60,C
13,27,5,11,16,22,163194,2959,8726,1131,2273,C
0,0,5,11,5,5,596,7,142,139,362,A
0,0,4,11,18,23,8221,2,603,42,107,C
0,0,4,11,10,21,1011,2,116,188,498,B
7,13,4,11,12,27,112234,762,9194,907,3275,D
0,0,4,10,11,19,8221,2,603,42,107,B
0,0,4,10,4,5,31707,3348,1918,1206,1842,A
7,14,3,9,7,12,1765,16,214,155,1182,D
6,13,1,7,10,18,25900,1404,1003,354,552,C
6,13,1,7,5,8,25900,1404,1003,354,552,B
0,0,1,7,6,9,25900,1404,1003,354,552,B
0,0,1,7,5,8,25900,1404,1003,354,552,B
0,0,5,12,4,4,172,1,2,12,45,A
0,0,4,11,21,28,79247,379,1791,1438,1328,C
0,0,4,11,6,8,76527,214,1784,926,2152,B
0,0,6,12,12,20,4764,8,1145,903,81,C
0,0,5,11,4,8,90231,1582,2403,937,274,B
0,0,5,11,18,23,13128,69,1543,96,528,B
7,14,4,11,18,24,4134,3,321,35,62,D
0,0,4,10,17,24,4134,3,321,35,62,C
0,0,5,12,7,7,185,2,749,2000,179,B
0,0,5,11,17,23,325505,14513,20359,311,2148,B
0,0,0,3,0,2,1050,2,225,249,568,B
0,0,0,3,0,7,38871,743,696,515,25958,B
0,0,5,12,13,16,8012,26,573,124,236,D
0,0,5,12,4,4,6423,369,1209,1902,3324,A
0,0,5,12,4,5,2619,3,47,2,67,A
0,0,1,8,6,7,32911,3173,941,331,297,B
0,0,0,6,0,6,4522,221,218,111,3388,B
0,0,0,4,0,5,6937,1151,539,1005,4452,A
0,0,0,3,0,5,6937,1151,539,1005,4452,A
7,14,7,14,9,18,7490,63,1819,521,231,D
7,13,6,13,15,22,217898,11753,11736,183,2468,C
0,0,6,13,13,19,217898,11753,11736,183,2468,B
7,13,6,12,13,28,8012,26,573,124,236,C
0,0,6,12,12,17,97303,1576,26430,615,20977,B
0,0,6,12,4,6,1858,0,397,458,1203,A
0,0,5,12,22,34,4884,0,385,39,82,B
0,0,5,12,4,4,3257,87,436,211,1419,B
0,0,5,12,11,19,4884,0,385,39,82,C
0,0,3,10,7,9,82,0,0,0,65,B
0,0,0,0,0,0,38871,743,696,515,25958,A
0,0,0,0,0,0,38871,743,696,515,25958,A
0,0,0,0,0,0,38871,743,696,515,25958,A
0,0,0,0,0,0,38871,743,696,515,25958,A
0,0,6,13,3,3,5951,106,218,41,4452,B
0,0,6,13,5,8,68863,1738,2930,340,2761,B
0,0,6,13,3,4,43658,930,2602,970,4284,A
0,0,6,12,4,5,43658,930,2602,970,4284,A
0,0,6,12,4,5,43658,930,2602,970,4284,A
0,0,5,12,22,29,86567,286,14567,190,3012,C
0,0,7,13,6,6,620,0,6,2,200,A
14,26,5,12,20,26,9901,138,671,135,144,D
0,0,5,12,12,16,11357,36,1992,1768,125,D
0,0,5,11,18,18,52,0,0,0,5,B
0,0,4,11,3,5,2085,2208,576,110,254,A
0,0,4,10,3,3,251,19,134,165,199,A
0,0,1,8,3,6,106,7,53,33,26,B
0,0,1,8,4,6,25900,1404,1003,354,552,B
0,0,1,8,3,6,25900,1404,1003,354,552,B
0,0,1,7,4,6,25,9,23,17,16,A
0,0,0,4,0,12,3774,145,1267,1798,2092,B
0,0,7,13,4,5,3782,233,202,24,2930,A
0,0,7,13,3,3,3782,233,202,24,2930,A
7,13,7,13,13,21,70709,1915,4187,300,869,D
0,0,6,12,6,6,620,0,6,2,200,A
0,0,6,12,6,6,620,0,6,2,200,A
0,0,6,12,5,5,620,0,6,2,200,A
7,13,4,11,5,12,9524,1455,1156,1630,5971,C
0,0,6,12,4,5,3782,233,202,24,2930,A
0,0,4,10,5,7,4023,20,283,484,198,B
0,0,3,9,7,9,4023,20,283,484,198,B
7,13,6,12,12,16,74173,3552,3052,155,1800,C
0,0,6,12,6,7,94909,24747,3053,949,1864,B
0,0,5,12,7,9,94909,24747,3053,949,1864,B
0,0,5,11,5,6,94909,24747,3053,949,1864,B
0,0,5,11,7,10,94909,24747,3053,949,1864,B
0,0,0,0,0,0,479,554,151,41,102,A
0,0,5,12,19,30,766,9,138,40,33,C
7,13,5,11,12,20,766,9,138,40,33,D
21,40,3,9,4,21,429,129,63,1,165,D
0,0,0,6,0,3,505,0,0,0,21,A
0,0,0,4,0,3,2521,7,633,1807,541,A
0,0,5,12,4,5,1872,12,265,300,710,B
0,0,2,9,2,10,7209,2295,355,284,1155,B
0,0,2,8,2,2,6065,6194,485,24,1404,B
6,12,1,8,10,12,3782,233,202,24,2930,C
0,0,4,10,2,2,1420,1541,163,190,785,B
0,0,6,12,2,2,3851,628,214,218,879,B
0,0,4,10,3,4,14439,55,1168,687,283,B
0,0,0,3,0,3,1918,28,934,2125,930,A
0,0,5,12,12,20,109470,548,6100,283,894,C
7,13,5,12,15,20,109470,548,6100,283,894,D
0,0,5,12,3,4,5056,4036,568,103,635,B
0,0,5,11,11,17,89707,15817,14343,1551,2667,C
6,13,5,11,21,28,93204,482,19946,1605,4426,D
0,0,3,9,4,5,1886,0,175,110,1001,B
0,0,0,6,0,2,3426,10,439,243,1355,B
0,0,5,12,5,6,61,0,0,0,6,B
0,0,4,11,7,12,620,9,122,0,162,B
0,0,4,11,3,3,3851,628,214,218,879,A
0,0,5,12,6,6,3,0,0,0,3,A
0,0,5,12,15,17,93204,482,19946,1605,4426,C
0,0,5,12,4,5,63976,1166,11005,257,2056,A
0,0,4,10,3,5,58,11,152,137,30,A
0,0,2,9,3,3,1116,2,96,1,839,A
0,0,6,12,3,3,1352,16,93,1,689,B
0,0,5,12,3,3,15017,477,1654,660,6728,B
0,0,4,11,4,5,6937,1151,539,1005,4452,A
0,0,3,10,4,6,2798,0,2,0,1648,A
0,0,0,4,0,5,663,488,247,16,428,B
0,0,4,10,3,3,25490,3,840,215,542,B
0,0,0,7,2,2,845,8,73,244,17,C
0,0,6,13,3,4,875,148,397,865,212,A
0,0,6,12,15,26,1034,20,173,90,87,C
0,0,6,12,6,8,76527,214,1784,926,2152,B
0,0,5,12,6,8,527,0,10,21,245,B
0,0,4,11,4,8,34836,1564,2093,312,2843,B
0,0,4,10,3,3,34836,1564,2093,312,2843,B
0,0,4,10,5,10,76527,214,1784,926,2152,B
0,0,3,9,4,4,2860,55,121,53,1387,A
0,0,0,6,0,2,25490,3,840,215,542,B
0,0,0,5,0,2,387,3,147,180,26,B
0,0,5,12,12,24,318,0,36,53,6,B
0,0,5,11,17,31,318,0,36,53,6,C
0,0,7,13,3,3,1138,36,66,14,294,A
0,0,6,13,7,8,4674,194,411,473,3464,B
0,0,2,9,2,4,55,5,15,7,50,B
0,0,0,0,0,0,269,9,129,150,146,B
0,0,6,13,11,13,562,19,71,1,10,B
0,0,4,11,4,5,1116,2,96,1,839,B
0,0,2,9,3,5,89707,15817,14343,1551,2667,C
0,0,0,6,0,3,41,0,14,7,5,A
7,13,6,12,15,22,96511,2674,9416,552,1830,D
0,0,5,12,27,28,219,9,46,0,14,C
0,0,5,11,13,22,280,1,67,73,5,C
0,0,5,11,4,6,600,78,189,115,397,A
7,13,5,11,7,13,280,1,67,73,5,D
14,26,5,11,19,26,106420,6034,18079,537,3653,D
0,0,4,10,5,5,6716,3,1619,2158,181,A
0,0,1,8,2,2,20852,301,608,275,177,A
0,0,5,12,4,8,1887,39,115,16,1109,A
0,0,2,8,3,4,163,68,259,339,104,A
0,0,1,1,3,3,38871,743,696,515,25958,A
0,0,1,8,4,6,38871,743,696,515,25958,A
0,0,6,12,3,5,113,57,7,3,51,A
0,0,6,12,3,7,306,13,250,233,204,B
0,0,6,12,9,16,41348,6137,3497,446,2269,B
0,0,4,11,6,8,1178,69,462,713,366,B
0,0,0,0,0,0,38871,743,696,515,25958,B
0,0,6,12,7,10,16387,4852,2814,588,4178,B
0,0,5,11,9,12,11488,9492,1147,572,785,B
0,0,0,6,0,3,1362,556,335,551,74,B
0,0,6,13,12,15,5057,51,140,224,2582,B
0,0,5,12,11,13,79247,379,1791,1438,1328,D
0,0,5,12,6,8,1872,12,265,300,710,B
0,0,5,11,15,23,97303,1576,26430,615,20977,D
0,0,3,10,6,8,76527,214,1784,926,2152,B
0,0,3,9,5,9,16387,4852,2814,588,4178,B
0,0,6,12,7,8,42823,901,2147,422,2970,B
0,0,5,12,7,7,42823,901,2147,422,2970,B
0,0,5,11,6,7,16387,4852,2814,588,4178,B
0,0,0,0,0,0,25490,3,840,215,542,B
0,0,0,0,0,0,25490,3,840,215,542,B
0,0,5,12,5,7,12603,4750,667,360,630,B
0,0,5,11,8,10,16387,4852,2814,588,4178,B
0,0,6,12,7,7,1083,12,285,255,233,A
12,26,5,12,14,18,106420,6034,18079,537,3653,D
0,0,5,12,5,7,1909,0,2,0,435,B
0,0,5,12,4,5,25900,1404,1003,354,552,B
0,0,5,12,5,7,25900,1404,1003,354,552,B
0,0,5,11,6,7,470,0,0,0,333,A
0,0,4,10,5,7,42823,901,2147,422,2970,B
0,0,0,6,0,2,209,199,3,4,102,B
0,0,6,12,12,13,148252,1200,13869,488,3518,B
0,0,4,11,10,13,148252,1200,13869,488,3518,B
0,0,4,11,6,7,719,0,71,80,286,B
7,14,1,7,4,8,38871,743,696,515,25958,C
0,0,0,2,0,3,2089,1516,1204,1029,31,A
0,0,6,12,2,3,456,14,66,38,352,A
7,13,5,12,9,24,112234,762,9194,907,3275,D
0,0,5,11,3,4,3703,777,230,131,778,B
6,13,4,10,11,19,9355,2516,265,3,2027,D
6,13,3,10,4,8,2252,155,132,48,1686,C
0,0,5,11,20,20,2751,0,2,0,1726,B
0,0,4,10,10,11,172,4,23,50,86,B
0,0,4,10,2,3,72,7,60,14,2,B
0,0,0,0,0,0,12999,2353,1010,213,1095,B
0,0,6,12,3,3,6937,1151,539,1005,4452,A
0,0,6,12,4,6,8960,1383,662,89,1060,B
0,0,5,11,3,9,4674,194,411,473,3464,B
7,14,5,11,5,17,89707,15817,14343,1551,2667,D
0,0,4,10,4,15,357,0,333,562,11,C
0,0,6,12,6,7,27425,2590,531,37,9872,B
0,0,5,11,4,5,713,60,260,216,638,A
0,0,4,10,9,9,1872,12,265,300,710,B
0,0,2,8,3,4,87449,1769,1237,718,3870,B
0,0,0,0,0,3,38871,743,696,515,25958,B
0,0,5,11,4,4,1790,40,261,158,83,B
0,0,4,10,2,3,464,25,63,47,225,A
0,0,4,10,5,5,1347,164,452,528,1168,A
0,0,0,4,0,2,167,57,23,4,39,A
0,0,5,11,8,9,5387,0,4,0,3729,B
0,0,0,0,0,0,15017,477,1654,660,6728,B
0,0,0,0,0,0,20852,301,608,275,177,A
0,0,5,11,5,6,1591,0,37,10,1051,A
0,0,5,11,6,9,1872,12,265,300,710,B
0,0,4,11,4,4,27425,2590,531,37,9872,A
0,0,4,10,4,4,27425,2590,531,37,9872,A
0,0,4,10,4,4,27425,2590,531,37,9872,A
0,0,2,9,4,4,6937,1151,539,1005,4452,A
0,0,1,7,4,4,27425,2590,531,37,9872,A
0,0,0,6,0,5,27425,2590,531,37,9872,A
0,0,0,5,0,3,25900,1404,1003,354,552,B
0,0,6,12,27,29,205,0,0,0,10,B
0,0,5,12,2,3,3038,623,488,721,823,A
0,0,5,11,3,5,90,2,49,10,9,A
0,0,4,10,2,3,1890,1,1,0,1403,A
0,0,3,9,8,14,93312,496,10075,396,1552,B
0,0,0,4,0,2,3585,253,1066,96,756,A
0,0,0,0,0,0,12159,945,958,696,1228,C
0,0,5,11,4,4,15017,477,1654,660,6728,A
0,0,5,11,3,4,1075,1,80,23,395,A
0,0,2,9,3,3,115,46,76,100,76,B
0,0,6,12,9,11,1890,1,1,0,1403,B
0,0,5,11,4,7,447,526,73,29,423,B
0,0,5,11,3,3,27425,2590,531,37,9872,A
9,22,5,11,16,23,86567,286,14567,190,3012,C
0,0,5,11,3,3,27425,2590,531,37,9872,A
0,0,3,9,3,3,2799,0,2,0,1649,A
0,0,3,9,3,3,27425,2590,531,37,9872,A
10,24,6,12,12,18,43064,1582,4230,412,1060,D
0,0,6,12,4,6,2799,0,2,0,1649,A
0,0,5,12,2,2,1765,16,214,155,1182,B
0,0,5,11,5,7,1890,1,1,0,1403,B
0,0,5,11,5,6,6937,1151,539,1005,4452,A
0,0,3,9,3,3,1169,119,917,1432,175,A
0,0,0,0,0,0,519,165,77,34,158,B
12,25,6,12,8,17,93204,482,19946,1605,4426,D
0,0,6,12,3,3,1765,16,214,155,1182,A
0,0,5,11,6,6,426,31,75,83,253,A
0,0,0,4,0,2,1926,273,226,66,98,B
0,0,0,0,0,0,85,57,56,58,24,A
13,25,6,12,12,15,93204,482,19946,1605,4426,C
13,26,6,12,7,19,1726,5,206,20,42,D
0,0,6,12,4,4,5056,4036,568,103,635,A
12,26,5,11,11,21,97303,1576,26430,615,20977,D
0,0,5,11,4,5,27425,2590,531,37,9872,A
0,0,5,11,5,5,3851,628,214,218,879,A
0,0,3,10,3,4,120966,17053,7637,27,12057,A
0,0,5,10,4,6,5057,51,140,224,2582,B
0,0,5,10,8,11,1651,0,286,34,77,B
0,0,4,10,4,14,2253,5,134,59,153,B
0,0,3,10,9,19,5271,21,347,431,102,C
0,0,2,8,2,3,2799,0,2,0,1649,A
0,0,0,5,0,12,5271,21,347,431,102,B
0,0,6,11,5,5,2576,0,3,0,770,B
0,0,4,9,3,4,1872,12,265,300,710,A
0,0,4,9,6,6,1872,12,265,300,710,B
12,26,1,7,5,9,109879,4376,10372,1581,1943,C
0,0,5,11,11,14,312,0,45,96,22,B
13,17,5,11,13,17,78198,739,5048,291,864,D
0,0,4,10,3,3,2328,0,4,0,959,B
0,0,4,10,13,25,8012,26,573,124,236,D
0,0,4,10,10,17,8012,26,573,124,236,D
0,0,2,8,3,3,7169,9,137,212,3809,A
12,12,5,11,9,13,111719,177,4316,683,2355,D
0,0,5,11,16,25,6538,113,1604,2527,101,D
0,0,5,11,22,34,47,7,41,14,8,D
0,0,4,10,4,8,519,165,77,34,158,B
0,0,4,11,9,10,295,2,13,27,4,B
0,0,4,11,5,5,24114,2653,1611,1117,10557,A
0,0,4,10,11,14,295,2,13,27,4,B
22,22,4,10,24,33,23821,118,3295,1189,306,D
12,12,4,10,13,26,7601,256,537,50,125,D
39,39,4,10,13,23,7601,256,537,50,125,D
0,0,4,9,9,9,447,526,73,29,423,B
28,29,4,9,12,20,7601,256,537,50,125,D
0,0,3,8,3,3,1044,10,174,13,42,B
0,0,0,0,0,3,195,6,68,92,125,A
0,0,4,10,7,7,4359,0,152,206,3831,A
0,0,4,10,3,3,106,1,14,7,34,A
0,0,3,8,11,22,3736,12,124,34,5,D
0,0,2,8,12,18,3736,12,124,34,5,D
0,0,0,3,0,4,6937,1151,539,1005,4452,A
0,0,5,11,25,30,4764,8,1145,903,81,C
0,0,5,10,5,5,24114,2653,1611,1117,10557,A
0,0,4,10,2,13,2253,5,134,59,153,B
0,0,4,10,6,6,78,8,10,31,29,A
7,7,4,10,19,29,2524,39,798,11,2499,D
0,0,4,10,2,5,4680,49,1004,1637,286,A
0,0,3,9,11,13,2580,108,72,87,9,C
0,0,3,9,2,2,255,13,323,475,18,B
0,0,2,9,10,14,2580,108,72,87,9,B
0,0,1,7,4,5,469,4,393,452,301,A
0,0,1,6,3,5,127,4,130,178,85,A
0,0,0,5,0,3,161,18,49,78,16,A
3,3,5,11,18,31,13585,12,1606,54,283,D
6,6,5,11,17,25,1198,32,196,227,147,C
0,0,4,10,2,3,378,28,89,116,40,A
5,5,4,10,19,29,1271,108,1107,2000,1062,D
16,16,3,9,19,29,2524,39,798,11,2499,D
0,0,6,11,11,21,3585,253,1066,96,756,D
0,0,5,11,7,7,78,8,10,31,29,A
0,0,5,11,13,38,4983,3,367,278,56,C
6,6,5,10,17,43,256,4,22,47,2,D
0,0,4,10,6,7,93,2,45,146,10,B
0,0,0,6,0,2,407,78,75,84,183,A
0,0,4,10,5,12,185,2,749,2000,179,B
0,0,3,9,2,2,1174,0,115,57,46,B
0,0,1,6,9,19,982,10,58,3,36,B
0,0,0,3,0,3,82,1,12,23,14,A
0,0,3,9,5,10,628,1,27,2,8,B
0,0,3,9,5,12,628,1,27,2,8,B
0,0,0,3,0,4,519,165,77,34,158,B
0,0,0,3,0,6,114,26,37,43,48,A
0,0,0,0,0,8,390,1,27,4,54,B
0,0,0,5,0,2,982,10,58,3,36,B
0,0,0,4,0,5,2818,350,139,18,419,A
0,0,0,0,0,0,390,1,27,4,54,A
0,0,0,0,0,0,390,1,27,4,54,A
