@RELATION Digg_SocialDynamicsBasedFeatures
@ATTRIBUTE tpc1  NUMERIC
@ATTRIBUTE upc1  NUMERIC
@ATTRIBUTE tpc2  NUMERIC
@ATTRIBUTE upc2  NUMERIC
@ATTRIBUTE digg1  NUMERIC
@ATTRIBUTE digg2  NUMERIC
@ATTRIBUTE class {A, B, C, D}
@DATA
0,4,0,10,2,6,A
0,0,0,3,0,3,B
0,6,0,13,18,23,C
0,6,0,12,3,5,A
0,6,0,12,5,5,A
0,6,0,12,14,17,B
0,6,0,12,9,10,B
0,6,0,12,5,5,A
0,5,0,11,6,6,A
13,4,25,11,20,25,D
7,5,13,12,11,21,D
0,5,0,11,7,7,A
0,5,0,11,3,5,A
13,5,26,11,14,33,D
6,5,13,11,15,26,D
0,4,0,10,7,8,A
0,3,0,10,8,9,B
0,2,0,8,10,12,B
14,5,26,12,11,25,D
0,5,0,12,10,10,B
0,5,0,11,15,25,C
0,5,0,11,7,8,B
0,5,0,11,5,6,A
0,4,0,10,4,6,A
12,5,26,11,15,24,D
0,5,0,11,5,8,B
0,4,0,11,5,6,A
0,2,0,8,3,3,B
12,5,25,11,18,28,D
0,5,0,11,3,3,A
0,5,0,11,4,4,A
0,2,0,8,2,2,A
0,6,0,12,10,16,D
0,6,0,12,3,7,B
0,6,0,12,5,5,A
0,6,0,12,8,8,B
0,5,0,12,10,11,B
0,5,0,12,4,4,A
0,5,0,12,11,13,C
0,5,0,11,6,8,A
0,6,0,12,9,21,B
0,5,0,12,5,5,B
0,5,0,12,4,4,A
0,5,0,11,12,15,B
0,5,0,11,2,6,B
7,4,13,11,6,15,B
0,3,0,10,5,7,B
0,6,0,13,6,6,A
0,6,0,12,6,10,B
0,6,0,12,9,15,B
0,5,0,11,3,4,A
0,4,0,11,5,5,A
0,4,0,10,8,8,A
0,4,0,10,7,7,A
0,2,0,9,2,4,B
0,2,0,8,5,13,B
0,6,0,13,6,6,A
0,6,0,12,7,7,A
7,5,13,12,8,16,C
0,5,0,12,7,7,A
0,5,0,12,4,5,B
0,5,0,11,8,8,B
0,5,0,12,13,18,B
0,5,0,11,6,6,A
0,5,0,11,7,7,A
0,5,0,11,5,6,B
0,3,0,10,6,6,A
0,1,0,7,3,21,C
0,0,0,7,8,8,A
0,6,0,12,2,3,A
0,5,0,12,3,3,A
0,5,0,11,6,7,A
0,5,0,11,5,5,A
0,4,0,10,7,7,A
0,4,0,10,11,17,B
0,3,0,10,8,10,B
0,0,0,6,0,4,A
0,0,0,2,0,4,A
0,6,0,12,9,10,B
0,5,0,11,8,12,B
0,5,0,11,8,11,B
0,4,0,11,8,11,B
0,3,0,9,3,3,A
0,0,0,7,3,11,B
0,6,0,12,15,28,B
0,2,0,8,3,5,A
0,0,0,5,0,2,A
0,6,0,12,4,4,A
0,1,0,8,2,2,B
0,7,0,13,6,6,A
0,6,0,12,8,9,B
0,6,0,12,6,6,A
0,6,0,12,6,7,A
0,6,0,12,7,8,A
0,6,0,12,11,11,B
0,5,0,11,7,7,A
0,5,0,11,9,10,B
0,5,0,11,3,3,A
0,5,0,11,7,11,B
0,5,0,11,4,4,B
0,4,0,11,8,8,A
0,4,0,10,14,14,B
0,1,0,7,5,6,A
0,0,0,5,0,10,B
0,0,0,5,0,3,A
0,0,0,3,0,10,B
0,6,0,12,3,4,A
0,6,0,12,3,3,A
0,6,0,12,6,6,A
0,5,0,11,4,4,A
0,4,0,10,5,8,A
6,3,13,10,3,4,B
0,0,0,0,0,0,D
7,6,13,12,14,18,C
7,5,13,12,21,27,C
0,5,0,11,2,2,B
0,5,0,11,3,7,B
0,0,0,0,0,0,C
0,5,0,12,4,4,A
0,5,0,12,8,8,B
0,5,0,12,6,6,A
0,5,0,11,12,19,B
70,5,134,11,4,20,D
0,5,0,11,3,3,A
0,4,0,11,3,4,B
0,4,0,10,5,6,A
0,6,0,12,3,3,A
0,6,0,12,5,5,A
6,5,13,12,22,39,D
0,5,0,11,3,4,A
0,5,0,11,30,45,D
0,4,0,11,5,5,B
0,1,0,8,5,7,A
0,0,0,3,0,7,B
0,6,0,12,5,5,A
6,5,13,12,7,12,C
0,5,0,11,18,28,D
0,0,0,1,0,4,A
0,5,0,11,5,6,B
0,4,0,11,6,11,B
0,4,0,11,6,7,B
0,0,0,3,0,2,A
0,6,0,12,5,10,B
0,6,0,12,9,15,C
0,5,0,12,7,8,B
13,6,25,13,15,26,C
0,6,0,12,13,15,B
0,6,0,13,11,22,B
0,6,0,12,15,22,B
13,5,25,12,8,15,B
0,5,0,12,11,16,B
6,3,13,10,10,14,C
0,3,0,9,3,4,A
0,2,0,9,2,4,A
0,2,0,9,4,10,B
0,2,0,8,5,5,A
0,6,0,13,10,18,B
0,5,0,12,2,2,A
0,4,0,10,2,4,A
0,0,0,2,0,3,A
0,6,0,12,2,2,A
0,5,0,12,2,2,A
0,5,0,12,2,2,A
0,4,0,11,14,19,B
7,4,13,11,22,33,C
6,4,13,11,5,8,D
0,4,0,11,2,2,A
0,4,0,10,2,2,A
0,6,0,12,2,2,A
0,5,0,12,2,2,B
0,5,0,12,2,2,A
13,5,26,12,21,29,C
28,4,52,11,13,25,D
0,6,0,13,12,14,B
21,5,42,12,19,30,D
0,5,0,12,26,38,B
0,5,0,12,8,9,B
0,5,0,12,14,19,B
0,4,0,11,9,14,B
0,4,0,11,16,29,C
0,5,0,12,2,2,B
0,5,0,12,18,28,C
0,5,0,12,4,6,A
0,4,0,11,7,9,B
7,4,13,11,19,26,D
0,3,0,10,2,5,B
0,2,0,9,2,4,A
0,0,0,6,0,6,B
7,6,13,12,4,7,D
0,6,0,12,16,28,C
0,5,0,11,3,5,B
0,0,0,5,0,4,A
0,6,0,12,4,5,A
7,6,14,11,26,38,D
0,3,0,10,2,3,B
0,0,0,7,0,17,D
0,0,0,6,0,2,A
0,7,0,13,22,26,C
14,7,26,12,8,16,C
18,6,39,12,24,32,D
6,6,13,11,18,28,D
0,6,0,11,3,3,A
0,5,0,11,3,3,A
0,7,0,12,2,3,A
0,2,0,8,2,4,A
0,0,0,5,0,4,B
0,0,0,3,0,3,A
0,5,0,11,17,23,C
0,5,0,11,14,28,B
0,1,0,7,2,7,B
0,5,0,12,9,9,A
0,5,0,6,23,42,C
0,5,0,11,21,25,C
13,5,27,11,16,22,C
0,5,0,11,5,5,A
0,4,0,11,18,23,C
0,4,0,11,10,21,B
7,4,13,11,12,27,D
0,4,0,10,11,19,B
0,4,0,10,4,5,A
7,3,14,9,7,12,D
6,1,13,7,10,18,C
6,1,13,7,5,8,B
0,1,0,7,6,9,B
0,1,0,7,5,8,B
0,5,0,12,4,4,A
0,4,0,11,21,28,C
0,4,0,11,6,8,B
0,6,0,12,12,20,C
0,5,0,11,4,8,B
0,5,0,11,18,23,B
7,4,14,11,18,24,D
0,4,0,10,17,24,C
0,5,0,12,7,7,B
0,5,0,11,17,23,B
0,0,0,3,0,2,B
0,0,0,3,0,7,B
0,5,0,12,13,16,D
0,5,0,12,4,4,A
0,5,0,12,4,5,A
0,1,0,8,6,7,B
0,0,0,6,0,6,B
0,0,0,4,0,5,A
0,0,0,3,0,5,A
7,7,14,14,9,18,D
7,6,13,13,15,22,C
0,6,0,13,13,19,B
7,6,13,12,13,28,C
0,6,0,12,12,17,B
0,6,0,12,4,6,A
0,5,0,12,22,34,B
0,5,0,12,4,4,B
0,5,0,12,11,19,C
0,3,0,10,7,9,B
0,0,0,0,0,0,A
0,0,0,0,0,0,A
0,0,0,0,0,0,A
0,0,0,0,0,0,A
0,6,0,13,3,3,B
0,6,0,13,5,8,B
0,6,0,13,3,4,A
0,6,0,12,4,5,A
0,6,0,12,4,5,A
0,5,0,12,22,29,C
0,7,0,13,6,6,A
14,5,26,12,20,26,D
0,5,0,12,12,16,D
0,5,0,11,18,18,B
0,4,0,11,3,5,A
0,4,0,10,3,3,A
0,1,0,8,3,6,B
0,1,0,8,4,6,B
0,1,0,8,3,6,B
0,1,0,7,4,6,A
0,0,0,4,0,12,B
0,7,0,13,4,5,A
0,7,0,13,3,3,A
7,7,13,13,13,21,D
0,6,0,12,6,6,A
0,6,0,12,6,6,A
0,6,0,12,5,5,A
7,4,13,11,5,12,C
0,6,0,12,4,5,A
0,4,0,10,5,7,B
0,3,0,9,7,9,B
7,6,13,12,12,16,C
0,6,0,12,6,7,B
0,5,0,12,7,9,B
0,5,0,11,5,6,B
0,5,0,11,7,10,B
0,0,0,0,0,0,A
0,5,0,12,19,30,C
7,5,13,11,12,20,D
21,3,40,9,4,21,D
0,0,0,6,0,3,A
0,0,0,4,0,3,A
0,5,0,12,4,5,B
0,2,0,9,2,10,B
0,2,0,8,2,2,B
6,1,12,8,10,12,C
0,4,0,10,2,2,B
0,6,0,12,2,2,B
0,4,0,10,3,4,B
0,0,0,3,0,3,A
0,5,0,12,12,20,C
7,5,13,12,15,20,D
0,5,0,12,3,4,B
0,5,0,11,11,17,C
6,5,13,11,21,28,D
0,3,0,9,4,5,B
0,0,0,6,0,2,B
0,5,0,12,5,6,B
0,4,0,11,7,12,B
0,4,0,11,3,3,A
0,5,0,12,6,6,A
0,5,0,12,15,17,C
0,5,0,12,4,5,A
0,4,0,10,3,5,A
0,2,0,9,3,3,A
0,6,0,12,3,3,B
0,5,0,12,3,3,B
0,4,0,11,4,5,A
0,3,0,10,4,6,A
0,0,0,4,0,5,B
0,4,0,10,3,3,B
0,0,0,7,2,2,C
0,6,0,13,3,4,A
0,6,0,12,15,26,C
0,6,0,12,6,8,B
0,5,0,12,6,8,B
0,4,0,11,4,8,B
0,4,0,10,3,3,B
0,4,0,10,5,10,B
0,3,0,9,4,4,A
0,0,0,6,0,2,B
0,0,0,5,0,2,B
0,5,0,12,12,24,B
0,5,0,11,17,31,C
0,7,0,13,3,3,A
0,6,0,13,7,8,B
0,2,0,9,2,4,B
0,0,0,0,0,0,B
0,6,0,13,11,13,B
0,4,0,11,4,5,B
0,2,0,9,3,5,C
0,0,0,6,0,3,A
7,6,13,12,15,22,D
0,5,0,12,27,28,C
0,5,0,11,13,22,C
0,5,0,11,4,6,A
7,5,13,11,7,13,D
14,5,26,11,19,26,D
0,4,0,10,5,5,A
0,1,0,8,2,2,A
0,5,0,12,4,8,A
0,2,0,8,3,4,A
0,1,0,1,3,3,A
0,1,0,8,4,6,A
0,6,0,12,3,5,A
0,6,0,12,3,7,B
0,6,0,12,9,16,B
0,4,0,11,6,8,B
0,0,0,0,0,0,B
0,6,0,12,7,10,B
0,5,0,11,9,12,B
0,0,0,6,0,3,B
0,6,0,13,12,15,B
0,5,0,12,11,13,D
0,5,0,12,6,8,B
0,5,0,11,15,23,D
0,3,0,10,6,8,B
0,3,0,9,5,9,B
0,6,0,12,7,8,B
0,5,0,12,7,7,B
0,5,0,11,6,7,B
0,0,0,0,0,0,B
0,0,0,0,0,0,B
0,5,0,12,5,7,B
0,5,0,11,8,10,B
0,6,0,12,7,7,A
12,5,26,12,14,18,D
0,5,0,12,5,7,B
0,5,0,12,4,5,B
0,5,0,12,5,7,B
0,5,0,11,6,7,A
0,4,0,10,5,7,B
0,0,0,6,0,2,B
0,6,0,12,12,13,B
0,4,0,11,10,13,B
0,4,0,11,6,7,B
7,1,14,7,4,8,C
0,0,0,2,0,3,A
0,6,0,12,2,3,A
7,5,13,12,9,24,D
0,5,0,11,3,4,B
6,4,13,10,11,19,D
6,3,13,10,4,8,C
0,5,0,11,20,20,B
0,4,0,10,10,11,B
0,4,0,10,2,3,B
0,0,0,0,0,0,B
0,6,0,12,3,3,A
0,6,0,12,4,6,B
0,5,0,11,3,9,B
7,5,14,11,5,17,D
0,4,0,10,4,15,C
0,6,0,12,6,7,B
0,5,0,11,4,5,A
0,4,0,10,9,9,B
0,2,0,8,3,4,B
0,0,0,0,0,3,B
0,5,0,11,4,4,B
0,4,0,10,2,3,A
0,4,0,10,5,5,A
0,0,0,4,0,2,A
0,5,0,11,8,9,B
0,0,0,0,0,0,B
0,0,0,0,0,0,A
0,5,0,11,5,6,A
0,5,0,11,6,9,B
0,4,0,11,4,4,A
0,4,0,10,4,4,A
0,4,0,10,4,4,A
0,2,0,9,4,4,A
0,1,0,7,4,4,A
0,0,0,6,0,5,A
0,0,0,5,0,3,B
0,6,0,12,27,29,B
0,5,0,12,2,3,A
0,5,0,11,3,5,A
0,4,0,10,2,3,A
0,3,0,9,8,14,B
0,0,0,4,0,2,A
0,0,0,0,0,0,C
0,5,0,11,4,4,A
0,5,0,11,3,4,A
0,2,0,9,3,3,B
0,6,0,12,9,11,B
0,5,0,11,4,7,B
0,5,0,11,3,3,A
9,5,22,11,16,23,C
0,5,0,11,3,3,A
0,3,0,9,3,3,A
0,3,0,9,3,3,A
10,6,24,12,12,18,D
0,6,0,12,4,6,A
0,5,0,12,2,2,B
0,5,0,11,5,7,B
0,5,0,11,5,6,A
0,3,0,9,3,3,A
0,0,0,0,0,0,B
12,6,25,12,8,17,D
0,6,0,12,3,3,A
0,5,0,11,6,6,A
0,0,0,4,0,2,B
0,0,0,0,0,0,A
13,6,25,12,12,15,C
13,6,26,12,7,19,D
0,6,0,12,4,4,A
12,5,26,11,11,21,D
0,5,0,11,4,5,A
0,5,0,11,5,5,A
0,3,0,10,3,4,A
0,5,0,10,4,6,B
0,5,0,10,8,11,B
0,4,0,10,4,14,B
0,3,0,10,9,19,C
0,2,0,8,2,3,A
0,0,0,5,0,12,B
0,6,0,11,5,5,B
0,4,0,9,3,4,A
0,4,0,9,6,6,B
12,1,26,7,5,9,C
0,5,0,11,11,14,B
13,5,17,11,13,17,D
0,4,0,10,3,3,B
0,4,0,10,13,25,D
0,4,0,10,10,17,D
0,2,0,8,3,3,A
12,5,12,11,9,13,D
0,5,0,11,16,25,D
0,5,0,11,22,34,D
0,4,0,10,4,8,B
0,4,0,11,9,10,B
0,4,0,11,5,5,A
0,4,0,10,11,14,B
22,4,22,10,24,33,D
12,4,12,10,13,26,D
39,4,39,10,13,23,D
0,4,0,9,9,9,B
28,4,29,9,12,20,D
0,3,0,8,3,3,B
0,0,0,0,0,3,A
0,4,0,10,7,7,A
0,4,0,10,3,3,A
0,3,0,8,11,22,D
0,2,0,8,12,18,D
0,0,0,3,0,4,A
0,5,0,11,25,30,C
0,5,0,10,5,5,A
0,4,0,10,2,13,B
0,4,0,10,6,6,A
7,4,7,10,19,29,D
0,4,0,10,2,5,A
0,3,0,9,11,13,C
0,3,0,9,2,2,B
0,2,0,9,10,14,B
0,1,0,7,4,5,A
0,1,0,6,3,5,A
0,0,0,5,0,3,A
3,5,3,11,18,31,D
6,5,6,11,17,25,C
0,4,0,10,2,3,A
5,4,5,10,19,29,D
16,3,16,9,19,29,D
0,6,0,11,11,21,D
0,5,0,11,7,7,A
0,5,0,11,13,38,C
6,5,6,10,17,43,D
0,4,0,10,6,7,B
0,0,0,6,0,2,A
0,4,0,10,5,12,B
0,3,0,9,2,2,B
0,1,0,6,9,19,B
0,0,0,3,0,3,A
0,3,0,9,5,10,B
0,3,0,9,5,12,B
0,0,0,3,0,4,B
0,0,0,3,0,6,A
0,0,0,0,0,8,B
0,0,0,5,0,2,B
0,0,0,4,0,5,A
0,0,0,0,0,0,A
0,0,0,0,0,0,A
