@RELATION Digg_SocialDynamicsBasedFeatures
@ATTRIBUTE digg1  NUMERIC
@ATTRIBUTE digg2  NUMERIC
@ATTRIBUTE digg3  NUMERIC
@ATTRIBUTE digg4  NUMERIC
@ATTRIBUTE digg5  NUMERIC
@ATTRIBUTE upc1  NUMERIC
@ATTRIBUTE upc2  NUMERIC
@ATTRIBUTE upc3  NUMERIC
@ATTRIBUTE upc4  NUMERIC
@ATTRIBUTE upc5  NUMERIC
@ATTRIBUTE tpc1  NUMERIC
@ATTRIBUTE tpc2  NUMERIC
@ATTRIBUTE tpc3  NUMERIC
@ATTRIBUTE tpc4  NUMERIC
@ATTRIBUTE tpc5  NUMERIC
@ATTRIBUTE class {A, B, C}
@DATA
0,0,3,5,5,0,0,3,9,9,0,0,0,0,0,A
4,8,10,13,13,4,10,17,23,25,0,0,0,0,0,B
10,17,20,25,28,4,11,18,24,25,0,0,0,0,0,C
7,7,7,7,9,5,11,17,24,26,0,0,0,0,0,A
7,7,7,7,8,5,11,17,24,25,0,0,0,0,0,A
5,5,5,5,5,6,13,19,25,27,0,0,0,0,0,A
5,5,5,5,5,5,12,18,24,26,0,0,0,0,0,A
11,22,25,30,35,6,12,19,25,27,7,14,21,27,34,C
4,13,22,26,34,5,11,18,24,26,7,14,20,27,34,C
2,7,7,7,7,5,11,18,24,26,0,0,0,0,0,A
2,4,4,5,7,4,11,17,24,26,0,0,0,0,0,A
2,2,2,4,4,6,13,19,25,27,0,0,0,0,0,A
6,7,9,10,10,6,13,19,25,27,0,0,0,0,0,A
6,7,8,8,8,6,13,19,25,27,0,0,0,0,0,A
9,13,22,25,27,5,12,18,25,26,14,27,42,54,68,B
6,7,7,7,7,5,12,18,24,26,0,0,0,0,0,A
4,5,5,5,5,5,11,17,24,26,0,0,0,0,0,A
0,8,14,21,25,0,5,11,18,19,7,13,20,27,34,C
2,3,3,3,3,5,12,18,25,27,0,0,0,0,0,A
12,27,36,40,46,5,11,18,24,27,13,27,41,55,67,C
13,17,21,24,25,2,9,15,22,24,0,0,0,0,0,B
18,22,24,32,37,5,11,18,25,26,0,0,0,0,0,B
11,16,20,27,31,5,11,18,25,26,0,0,0,0,0,B
10,13,14,16,16,6,12,18,25,26,0,0,0,0,0,A
3,3,4,4,4,4,11,17,24,25,0,0,0,0,0,A
15,15,16,16,16,5,12,19,25,27,0,0,0,0,0,A
5,6,6,6,6,5,12,18,25,27,0,0,0,0,0,A
13,13,14,14,14,5,12,18,25,27,0,0,0,0,0,A
2,2,5,5,6,2,8,14,21,21,0,0,0,0,0,A
3,4,4,4,4,5,11,18,24,27,0,0,0,0,0,A
8,14,16,19,19,4,10,17,23,26,0,0,0,0,0,A
22,25,30,34,35,6,13,19,26,26,0,0,0,0,0,A
7,11,13,15,17,4,11,17,24,25,0,0,0,0,0,A
4,6,7,7,7,6,13,19,26,26,0,0,0,0,0,A
14,24,35,54,64,6,12,19,25,25,7,14,21,28,35,C
12,22,35,47,58,6,12,19,24,24,0,0,0,0,0,B
6,9,11,12,12,5,12,18,24,24,7,14,22,28,35,B
14,22,34,42,53,5,12,18,24,24,14,28,43,56,70,C
12,15,17,19,20,6,12,19,24,24,0,0,0,0,0,A
7,8,8,8,9,6,12,19,24,24,0,0,0,0,0,A
26,44,63,73,86,6,13,19,26,26,7,13,21,28,38,C
11,12,16,17,21,6,13,19,26,26,0,0,0,0,0,B
3,6,8,9,10,6,12,19,25,25,0,0,0,0,0,C
0,3,3,4,4,0,6,12,19,19,0,0,0,0,0,A
21,33,43,51,65,5,11,18,24,24,7,14,21,28,39,C
5,8,9,9,9,2,8,15,20,20,0,0,0,0,0,A
9,11,11,12,13,5,11,18,24,24,0,0,0,0,0,A
2,3,3,3,3,5,11,18,23,23,0,0,0,0,0,A
0,0,0,3,4,0,0,0,5,8,0,0,0,0,0,A
7,9,9,9,13,5,11,18,21,21,0,0,0,0,0,C
10,10,10,10,10,6,13,19,25,25,0,0,0,0,0,A
4,4,5,5,6,6,12,19,24,24,0,0,0,0,0,A
4,8,8,8,8,4,10,17,21,21,0,0,0,0,0,A
4,4,5,5,5,4,11,17,23,23,0,0,0,0,0,A
9,14,15,17,17,5,12,18,23,23,0,0,0,0,0,C
8,8,8,8,8,5,11,18,23,23,0,0,0,0,0,A
0,3,3,3,3,0,5,11,16,16,0,0,0,0,0,A
11,11,11,11,13,6,12,19,24,24,0,0,0,0,0,A
6,6,6,6,8,4,10,17,21,21,0,0,0,0,0,A
4,4,4,4,4,4,10,17,20,20,0,0,0,0,0,A
5,6,6,6,8,6,12,19,22,22,0,0,0,0,0,A
5,13,13,21,28,5,12,18,21,21,14,28,54,82,100,C
5,6,6,6,6,5,11,18,21,21,0,0,0,0,0,A
0,4,7,8,8,0,5,12,18,18,0,0,0,0,0,A
6,7,7,7,7,5,12,18,20,20,0,0,0,0,0,A
6,12,18,20,23,5,11,18,19,19,29,62,120,176,204,C
11,15,18,24,29,6,12,18,20,20,7,17,32,44,51,C
4,5,6,6,6,7,13,19,19,19,0,0,0,0,0,A
8,8,12,26,31,7,13,19,21,21,6,19,34,43,50,C
7,7,10,10,11,5,11,17,19,19,0,0,0,0,0,A
2,2,3,3,3,5,11,17,19,19,0,0,0,0,0,A
7,7,16,18,22,5,11,17,19,19,0,0,0,0,0,B
7,9,15,16,17,5,11,17,19,19,0,0,0,0,0,A
3,3,5,9,9,5,11,17,19,19,0,0,0,0,0,A
8,8,11,12,12,5,11,17,19,19,0,0,0,0,0,A
8,8,11,12,12,5,11,17,19,19,0,0,0,0,0,A
8,10,18,30,36,5,11,17,19,19,16,44,74,88,102,C
2,2,2,2,6,4,10,15,17,17,0,0,0,0,0,B
3,3,3,5,5,1,7,13,16,16,0,0,0,0,0,A
7,8,8,13,17,4,10,16,16,16,14,29,37,43,50,B
0,2,3,3,3,0,4,10,13,13,0,0,0,0,0,A
3,7,10,10,10,4,10,16,16,16,0,0,0,0,0,A
59,83,103,103,103,5,11,16,16,16,0,0,0,0,0,B
5,10,18,21,21,3,9,15,15,15,0,0,0,0,0,A
3,3,5,7,10,2,8,13,13,13,0,0,0,0,0,A
2,3,8,9,11,5,12,18,18,18,0,0,0,0,0,A
9,10,11,12,12,2,8,13,13,13,0,0,0,0,0,A
2,5,16,17,17,5,11,17,19,19,0,0,0,0,0,B
4,6,6,6,8,6,12,19,19,19,0,0,0,0,0,A
6,7,7,7,8,4,11,17,18,18,0,0,0,0,0,A
8,10,10,10,10,4,11,17,18,18,0,0,0,0,0,A
4,15,15,16,16,4,10,16,18,18,0,0,0,0,0,A
2,7,17,20,20,4,10,16,18,18,0,0,0,0,0,B
5,8,8,8,8,5,11,18,18,18,0,0,0,0,0,A
4,7,7,11,12,5,11,17,18,18,0,0,0,0,0,A
10,15,19,24,27,5,11,17,18,18,0,0,0,0,0,B
3,6,6,6,8,2,8,15,16,16,0,0,0,0,0,A
7,16,20,23,23,4,10,16,17,17,0,0,0,0,0,A
4,4,4,6,8,4,10,16,17,17,0,0,0,0,0,A
9,13,13,13,14,5,11,17,17,17,0,0,0,0,0,A
5,6,6,6,7,4,11,17,17,17,0,0,0,0,0,A
4,8,8,14,16,4,10,17,17,17,0,0,0,0,0,A
9,12,12,12,12,2,9,15,15,15,0,0,0,0,0,A
0,2,3,3,6,0,1,6,6,6,0,0,0,0,0,A
4,11,11,12,12,3,10,16,16,16,0,0,0,0,0,A
0,4,9,13,15,0,2,9,9,9,30,43,57,69,82,B
6,8,8,9,10,5,12,18,18,18,0,0,0,0,0,A
4,4,4,12,12,6,12,18,18,18,0,0,0,0,0,A
9,9,9,9,9,5,12,17,17,17,0,0,0,0,0,A
7,9,10,10,12,5,12,17,17,17,0,0,0,0,0,A
6,11,20,24,26,3,10,16,16,16,7,14,20,26,33,B
5,11,16,19,20,6,13,18,18,18,0,0,0,0,0,A
5,7,10,15,18,6,12,18,18,18,7,13,19,26,32,B
4,9,12,14,14,6,12,17,17,17,0,0,0,0,0,A
6,6,8,8,8,5,11,16,16,16,0,0,0,0,0,A
0,3,4,4,5,0,3,9,10,10,0,0,0,0,0,A
18,23,29,41,45,6,13,18,18,18,0,0,0,0,0,B
14,17,17,17,17,6,12,18,18,18,0,0,0,0,0,A
20,25,29,42,47,4,11,16,16,16,13,25,39,53,65,C
11,21,29,33,38,5,12,16,16,16,7,13,19,26,32,C
14,33,43,62,74,5,11,16,16,16,13,26,38,52,73,C
15,26,36,47,63,5,11,16,16,16,6,13,19,26,32,C
8,9,10,12,13,3,10,16,16,16,0,0,0,0,0,A
10,12,12,12,12,2,8,14,14,14,0,0,0,0,0,A
11,25,35,45,52,5,12,16,16,16,14,26,38,52,66,C
15,25,40,55,64,5,11,15,15,15,0,0,0,0,0,B
7,8,8,8,9,5,11,15,15,15,0,0,0,0,0,A
15,24,36,51,66,5,11,15,15,15,12,26,38,52,66,C
5,8,8,10,12,5,11,15,15,15,0,0,0,0,0,A
18,28,45,56,69,5,11,15,15,15,12,25,39,51,64,C
10,16,33,49,59,6,12,16,16,16,0,0,0,0,0,C
8,8,8,8,8,6,12,16,16,16,0,0,0,0,0,A
10,11,12,14,16,5,12,16,16,16,0,0,0,0,0,A
11,13,42,57,80,5,12,15,15,15,0,0,0,0,0,B
9,21,24,25,32,6,12,16,16,16,0,0,0,0,0,A
12,15,15,15,16,5,11,15,15,15,0,0,0,0,0,A
2,6,7,7,7,5,11,15,15,15,0,0,0,0,0,A
6,15,16,17,19,4,11,14,14,14,7,13,20,26,32,A
5,7,9,12,13,3,10,13,13,13,0,0,0,0,0,A
6,10,10,10,10,6,12,16,16,16,0,0,0,0,0,A
9,15,17,18,18,6,12,16,16,16,0,0,0,0,0,A
2,4,10,11,17,2,9,12,12,12,0,0,0,0,0,A
5,13,14,14,14,2,8,12,12,12,0,0,0,0,0,A
8,16,17,23,25,5,12,16,16,16,7,13,20,26,32,B
4,5,6,8,11,5,12,16,16,16,0,0,0,0,0,A
8,8,8,8,11,5,11,16,16,16,0,0,0,0,0,A
13,18,20,20,20,5,12,16,16,16,0,0,0,0,0,A
3,21,37,51,64,1,7,11,11,11,0,0,0,0,0,B
11,17,23,25,26,4,10,15,15,15,0,0,0,0,0,A
8,10,14,15,15,3,10,14,14,14,0,0,0,0,0,A
9,10,10,10,10,6,12,19,19,19,0,0,0,0,0,A
8,12,12,14,14,5,11,16,16,16,0,0,0,0,0,A
8,11,11,13,13,5,11,16,16,16,0,0,0,0,0,A
8,11,13,14,15,4,11,15,15,15,0,0,0,0,0,A
3,11,11,13,13,0,7,10,10,10,0,0,0,0,0,A
15,28,31,40,42,6,12,19,19,19,0,0,0,0,0,A
2,2,3,3,3,1,8,12,12,12,0,0,0,0,0,A
8,9,9,11,11,6,12,18,19,19,0,0,0,0,0,A
11,11,12,12,12,6,12,18,19,19,0,0,0,0,0,A
9,10,10,10,13,5,11,17,19,19,0,0,0,0,0,A
7,11,13,17,19,5,11,17,19,19,0,0,0,0,0,A
14,14,14,14,14,4,10,17,19,19,0,0,0,0,0,A
0,10,12,12,12,0,5,10,10,10,0,0,0,0,0,A
0,10,10,12,12,0,3,6,6,6,0,0,0,0,0,A
3,4,11,16,17,3,10,16,17,17,6,13,19,26,32,A
0,0,14,21,31,0,0,3,3,3,0,0,0,0,0,C
14,18,31,38,42,6,12,19,20,20,7,13,20,27,33,B
21,27,31,33,38,5,12,19,19,19,7,13,19,26,34,B
2,2,2,3,3,5,11,18,19,19,0,0,0,0,0,A
3,7,8,9,9,5,11,18,19,19,0,0,0,0,0,A
0,0,12,16,24,0,0,2,2,2,0,0,0,0,0,B
12,19,25,38,44,5,11,18,18,18,0,0,0,0,0,A
4,20,31,36,40,5,11,18,18,18,70,134,200,264,330,C
3,4,9,9,10,4,11,17,18,18,0,0,0,0,0,A
22,39,53,71,75,5,12,18,21,21,6,13,19,26,32,C
30,45,58,70,76,5,11,18,21,21,0,0,0,0,0,C
0,7,11,11,13,0,3,9,9,9,0,0,0,0,0,A
7,12,14,16,17,5,12,19,22,22,6,13,19,26,33,B
18,28,34,37,41,5,11,18,21,21,0,0,0,0,0,C
5,6,7,7,10,5,11,18,21,21,0,0,0,0,0,A
6,11,12,14,14,4,11,17,20,20,0,0,0,0,0,A
6,7,7,8,9,4,11,17,20,20,0,0,0,0,0,A
5,10,14,15,18,6,12,19,21,21,0,0,0,0,0,A
9,15,18,19,21,6,12,19,21,21,0,0,0,0,0,B
7,8,8,9,9,5,12,18,21,21,0,0,0,0,0,A
15,26,37,39,41,6,13,20,22,22,13,25,39,53,67,B
13,15,17,19,21,6,12,19,22,22,0,0,0,0,0,A
11,22,29,33,36,6,13,19,21,21,0,0,0,0,0,A
15,22,30,39,43,6,12,19,21,21,0,0,0,0,0,A
8,15,17,17,29,5,12,18,21,21,13,25,39,52,70,A
11,16,17,19,20,5,12,18,21,21,0,0,0,0,0,A
10,14,21,24,26,3,10,17,19,19,6,13,19,26,33,B
4,10,12,17,21,2,9,16,18,18,0,0,0,0,0,A
10,18,21,23,40,6,13,19,20,20,0,0,0,0,0,A
14,19,22,23,24,4,11,17,18,18,0,0,0,0,0,A
22,33,42,46,48,4,11,17,18,18,7,13,20,27,34,B
5,8,12,14,14,4,11,17,18,18,6,13,19,26,33,C
2,2,2,8,8,5,12,18,21,21,0,0,0,0,0,A
21,29,36,38,40,5,12,17,19,19,13,26,40,54,66,B
13,25,36,52,57,4,11,17,19,19,28,52,80,108,134,C
12,14,16,16,18,6,13,18,20,20,0,0,0,0,0,A
19,30,41,47,55,5,12,18,20,20,21,42,60,81,100,C
26,38,45,49,52,5,12,17,20,20,0,0,0,0,0,A
8,9,11,12,13,5,12,17,20,20,0,0,0,0,0,A
14,19,22,24,25,5,12,17,20,20,0,0,0,0,0,A
9,14,15,27,34,4,11,17,20,20,0,0,0,0,0,A
16,29,41,47,55,4,11,16,18,18,0,0,0,0,0,B
2,2,5,5,6,5,12,18,19,19,0,0,0,0,0,A
18,28,34,37,42,5,12,17,19,19,0,0,0,0,0,B
7,9,15,17,17,4,11,17,19,19,0,0,0,0,0,A
19,26,31,41,49,4,11,17,19,19,7,13,20,27,33,C
2,5,9,10,10,3,10,15,18,18,0,0,0,0,0,A
0,6,9,14,14,0,6,12,14,14,0,0,0,0,0,A
4,7,9,12,13,6,12,19,21,21,7,13,20,27,33,C
16,28,30,32,32,6,12,18,20,20,0,0,3,10,16,B
26,38,46,50,55,6,11,18,20,20,7,14,20,27,33,C
2,3,5,8,8,3,10,15,17,17,0,0,0,0,0,A
0,17,29,35,40,0,7,12,14,14,0,0,0,0,0,C
22,26,29,31,36,7,13,19,22,22,0,0,0,0,0,B
8,16,28,33,36,7,12,19,22,22,14,26,40,54,66,B
24,32,49,67,82,6,12,19,20,20,18,39,60,78,99,C
18,28,42,53,62,6,11,18,20,20,6,13,20,26,33,C
0,4,4,5,5,0,5,11,14,14,0,0,0,0,0,A
17,23,27,29,32,5,11,18,18,18,0,0,0,0,0,B
14,28,32,35,36,5,11,18,18,18,0,0,0,0,0,A
2,7,8,9,9,1,7,14,16,16,0,0,0,0,0,A
23,42,52,57,62,5,6,6,6,6,0,0,0,0,0,B
21,25,33,42,52,5,11,17,17,17,0,0,0,0,0,B
16,22,24,31,32,5,11,18,18,18,13,27,40,52,66,B
18,23,31,40,46,4,11,17,18,18,0,0,0,0,0,B
10,21,26,31,38,4,11,17,18,18,0,0,0,0,0,A
12,27,34,40,41,4,11,17,18,18,7,13,21,27,33,C
11,19,22,23,26,4,10,17,17,17,0,0,0,0,0,A
7,12,28,30,47,3,9,15,17,17,7,14,21,27,36,C
10,18,28,34,41,1,7,13,15,15,6,13,20,26,38,B
5,8,9,13,15,1,7,13,15,15,6,13,20,26,33,A
6,9,11,13,14,1,7,13,15,15,0,0,0,0,0,A
5,8,9,11,11,1,7,13,15,15,0,0,0,0,0,A
21,28,31,35,39,4,11,18,18,18,0,0,0,0,0,B
6,8,11,12,13,4,11,18,18,18,0,0,0,0,0,A
12,20,24,29,31,6,12,19,21,21,0,0,0,0,0,B
4,8,9,10,10,5,11,18,19,19,0,0,0,0,0,A
18,23,27,33,35,5,11,18,19,19,0,0,0,0,0,A
18,24,36,46,59,4,11,18,19,19,7,14,20,26,33,C
17,24,39,44,54,4,10,17,19,19,0,0,0,0,0,B
17,23,26,30,30,5,11,18,20,20,0,0,0,0,0,A
0,7,7,9,9,0,3,10,12,12,0,0,0,0,0,A
13,16,19,20,21,5,12,19,21,21,0,0,0,0,0,C
6,7,9,11,11,1,8,15,15,15,0,0,0,0,0,A
0,6,6,7,7,0,6,12,13,13,0,0,0,0,0,A
9,18,19,22,24,7,14,20,23,23,7,14,20,26,33,C
15,22,25,28,33,6,13,19,23,23,7,13,19,26,32,B
13,19,22,25,27,6,13,19,23,23,0,0,0,0,0,A
13,28,29,39,44,6,12,19,19,19,7,13,21,34,48,B
12,17,22,26,28,6,12,19,22,22,0,0,0,0,0,A
22,34,39,47,49,5,12,16,16,16,0,0,0,0,0,A
4,4,5,5,5,5,12,18,21,21,0,0,0,0,0,A
11,19,20,24,26,5,12,18,21,21,0,0,0,0,0,B
3,3,4,4,4,6,13,19,23,23,0,0,0,0,0,A
5,8,14,14,14,6,13,19,24,24,0,0,0,0,0,A
22,29,34,38,42,5,12,18,22,22,0,0,0,0,0,B
20,26,30,32,36,5,12,18,23,23,14,26,40,52,66,C
12,16,19,22,26,5,12,18,23,23,0,0,0,0,0,C
18,18,18,18,18,5,11,17,22,22,0,0,0,0,0,A
3,6,6,8,9,1,8,15,18,18,0,0,0,0,0,A
4,6,7,7,8,1,8,15,18,18,0,0,0,0,0,A
3,6,7,7,8,1,8,15,17,17,0,0,0,0,0,A
0,12,16,18,23,0,4,11,13,13,0,0,0,0,0,A
13,21,26,29,30,7,13,20,25,25,7,13,19,26,32,C
5,12,14,20,26,4,11,17,23,23,7,13,20,26,33,B
5,7,8,8,10,4,10,17,22,22,0,0,0,0,0,A
7,9,10,10,10,3,9,15,21,21,0,0,0,0,0,A
12,16,21,27,32,6,12,19,25,25,7,13,19,26,32,B
6,7,9,9,10,6,12,18,24,24,0,0,0,0,0,A
7,9,10,10,10,5,12,18,24,24,0,0,0,0,0,A
5,6,7,7,7,5,11,18,24,24,0,0,0,0,0,A
7,10,10,11,11,5,11,17,23,23,0,0,0,0,0,A
19,30,39,50,56,5,12,18,24,24,0,0,0,0,0,B
12,20,29,38,49,5,11,18,24,24,7,13,19,26,32,C
4,21,23,30,31,3,9,16,21,21,21,40,58,79,97,C
4,5,5,5,6,5,12,18,25,25,0,0,0,0,0,A
2,10,12,12,12,2,9,15,21,21,0,0,0,0,0,A
2,2,4,6,8,2,8,15,20,20,0,0,0,0,0,A
10,12,14,19,22,1,8,14,20,20,6,12,19,25,32,B
2,2,3,4,5,4,10,17,22,22,0,0,0,0,0,A
2,2,3,3,3,6,12,19,24,24,0,0,0,0,0,A
3,4,4,4,4,4,10,17,23,23,0,0,0,0,0,A
12,20,26,28,30,5,12,18,23,23,0,0,0,0,0,B
15,20,28,38,58,5,12,18,23,23,7,13,20,28,41,C
3,4,5,7,7,5,12,18,23,23,0,0,0,0,0,A
11,17,20,22,24,5,11,18,22,22,0,0,0,0,0,B
21,28,34,37,40,5,11,18,22,22,6,13,19,26,33,C
4,5,5,8,9,3,9,16,21,21,0,0,0,0,0,A
0,2,2,6,8,0,6,13,18,18,0,0,0,0,0,A
5,6,7,7,7,5,12,18,23,23,0,0,0,0,0,A
7,12,15,26,32,4,11,18,23,23,0,0,0,0,0,A
15,17,21,27,29,5,12,18,23,23,0,0,0,0,0,B
3,3,3,4,8,5,12,18,25,25,0,0,0,0,0,A
0,5,5,7,7,0,4,10,17,17,0,0,0,0,0,A
3,3,4,4,6,4,10,17,23,23,0,0,0,0,0,A
2,2,3,3,4,0,7,13,18,18,0,0,0,0,0,B
15,26,32,33,45,6,12,19,25,25,0,0,0,0,0,B
6,8,11,12,16,6,12,19,25,25,0,0,0,0,0,A
6,8,10,11,11,5,12,18,25,25,0,0,0,0,0,A
4,8,12,13,15,4,11,17,23,23,0,0,0,0,0,A
3,3,6,6,6,4,10,17,23,23,0,0,0,0,0,A
5,10,16,16,18,4,10,17,23,23,0,0,0,0,0,A
0,2,4,4,5,0,6,13,18,18,0,0,0,0,0,A
0,2,3,4,4,0,5,12,16,16,0,0,0,0,0,A
12,24,30,31,36,5,12,15,15,15,0,0,0,0,0,A
17,31,38,40,49,5,11,18,24,24,0,0,0,0,0,B
7,8,8,11,12,6,13,19,25,25,0,0,0,0,0,A
2,4,6,7,8,2,9,15,21,21,0,0,0,0,0,A
11,13,17,18,21,6,13,19,24,24,0,0,0,0,0,A
3,5,5,7,10,2,9,15,21,21,0,0,0,0,0,B
15,22,25,30,35,6,12,19,24,24,7,13,20,26,37,C
27,28,30,30,30,5,12,18,23,23,0,0,0,0,0,B
13,22,24,26,33,5,11,18,23,23,0,0,0,0,0,B
7,13,16,18,28,5,11,18,22,22,7,13,20,27,36,C
19,26,30,32,43,5,11,18,23,23,14,26,40,52,76,C
9,16,18,20,26,6,12,18,23,23,0,0,0,0,0,A
6,8,10,12,12,4,11,17,22,22,0,0,0,0,0,A
7,10,15,16,16,6,12,18,23,23,0,0,0,0,0,A
9,12,15,15,16,5,11,17,23,23,0,0,0,0,0,A
0,3,3,3,3,0,6,13,17,17,0,0,0,0,0,A
12,15,15,19,19,6,13,19,24,24,0,0,0,0,0,A
11,13,23,32,43,5,12,18,24,24,0,0,0,0,0,C
15,23,33,45,59,5,11,17,22,22,0,0,0,0,0,C
6,8,10,11,13,3,10,16,21,21,0,0,0,0,0,A
5,9,10,11,12,3,9,16,20,20,0,0,0,0,0,A
7,8,11,14,14,6,12,18,25,26,0,0,0,0,0,A
7,7,10,11,11,5,12,18,24,25,0,0,0,0,0,A
6,7,8,8,8,5,11,17,23,23,0,0,0,0,0,A
0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,A
5,7,7,7,8,5,12,18,24,25,0,0,0,0,0,A
8,10,11,13,14,5,11,17,24,24,0,0,0,0,0,A
14,18,26,32,33,5,12,18,23,23,12,26,39,67,88,C
5,7,9,9,9,5,12,18,23,23,0,0,0,0,0,A
4,5,5,5,5,5,12,18,23,23,0,0,0,0,0,A
5,7,7,7,7,5,12,18,23,23,0,0,0,0,0,A
5,7,10,13,13,4,10,16,23,23,0,0,0,0,0,A
12,13,20,29,38,6,12,18,24,24,0,0,0,0,0,A
10,13,18,24,36,4,11,17,22,22,0,0,0,0,0,A
4,8,15,22,36,1,7,13,19,19,7,14,20,30,43,B
9,24,33,41,48,5,12,18,24,24,7,13,22,36,42,C
3,4,8,8,8,5,11,18,23,23,0,0,0,0,0,A
11,19,29,46,48,4,10,17,23,23,6,13,21,34,43,C
4,8,23,37,45,3,10,16,21,21,6,13,20,34,45,B
20,20,21,22,22,5,11,18,23,23,0,0,0,0,0,A
10,11,11,11,11,4,10,17,22,22,0,0,0,0,0,A
2,3,3,3,3,4,10,16,22,22,0,0,0,0,0,A
0,0,2,5,6,0,0,1,7,7,0,0,0,0,0,A
4,6,6,6,6,6,12,18,23,23,0,0,0,0,0,A
5,17,25,31,38,5,11,17,22,22,7,14,24,38,41,C
4,15,24,39,52,4,10,16,22,22,0,0,0,0,0,B
6,7,7,7,7,6,12,19,22,22,0,0,0,0,0,A
9,9,10,10,10,4,10,17,20,20,0,0,0,0,0,A
3,4,5,6,6,2,8,14,19,19,0,0,0,0,0,A
0,3,4,4,6,0,0,6,11,11,0,0,0,0,0,A
4,4,4,11,16,5,11,18,20,20,0,0,0,0,0,A
8,9,11,11,11,5,11,17,19,19,0,0,0,0,0,A
0,0,4,8,8,0,0,5,12,12,0,0,0,0,0,A
6,9,10,10,11,5,11,17,18,18,0,0,0,0,0,A
0,3,3,4,4,0,5,12,16,16,0,0,0,0,0,A
27,29,29,30,30,6,12,18,18,18,0,0,0,0,0,A
8,14,16,18,21,3,9,16,16,16,0,0,0,0,0,A
0,0,3,3,3,0,0,5,11,11,0,0,0,0,0,B
9,11,11,11,11,6,12,17,17,17,0,0,0,0,0,A
4,7,12,12,12,5,11,17,17,17,0,0,0,0,0,A
16,23,29,33,35,5,11,15,15,15,9,22,29,29,29,B
12,18,22,24,28,6,12,17,17,17,10,24,27,27,27,C
5,7,8,8,9,5,11,16,16,16,0,0,0,0,0,A
8,17,26,41,45,6,12,16,16,16,12,25,26,26,26,C
12,15,16,22,23,6,12,16,16,16,13,25,25,25,25,B
7,19,26,32,36,6,12,16,16,16,13,26,26,26,26,C
11,21,29,39,54,5,11,15,15,15,12,26,26,26,36,C
8,11,13,15,18,5,10,15,15,15,0,0,0,0,0,A
4,14,14,14,14,4,10,15,15,15,0,0,0,0,0,A
9,19,30,33,48,3,10,14,14,14,0,0,0,0,0,B
0,12,20,27,32,0,5,10,10,10,0,0,0,0,0,A
5,5,5,6,6,6,11,15,15,15,0,0,0,0,0,A
6,6,6,7,7,4,9,14,14,14,0,0,0,0,0,A
5,9,11,13,14,1,7,11,11,11,12,26,26,26,26,B
11,14,19,30,37,5,11,14,14,14,0,0,0,0,0,A
13,17,21,27,49,5,11,14,14,14,13,17,17,17,29,C
13,25,25,26,37,4,10,14,14,14,0,0,0,0,0,C
10,17,18,19,29,4,10,14,14,14,0,0,0,0,0,C
9,13,16,21,25,5,11,14,14,14,12,12,12,12,12,C
16,25,36,57,70,5,11,14,14,14,0,0,0,0,0,C
22,34,44,61,78,5,11,14,14,14,0,0,0,0,0,C
4,8,10,10,10,4,10,12,12,12,0,0,0,0,0,A
9,10,11,12,12,4,11,14,14,14,0,0,0,0,0,A
11,14,21,32,36,4,10,13,13,13,0,0,0,0,0,A
24,33,40,51,57,4,10,13,13,13,22,22,22,22,22,C
13,26,33,46,53,4,10,13,13,13,12,12,12,12,12,C
13,23,35,47,58,4,10,13,13,13,39,39,39,39,39,C
9,9,9,10,11,4,9,11,11,11,0,0,0,0,0,A
12,20,33,45,54,4,9,11,11,11,28,29,29,29,29,C
3,3,3,3,3,3,8,11,11,11,0,0,0,0,0,A
11,22,32,43,54,3,8,10,10,10,0,0,0,0,0,C
12,18,33,44,55,2,8,10,10,10,0,0,0,0,0,C
25,30,44,60,71,5,11,14,14,14,0,0,0,0,0,B
2,13,15,15,15,4,10,13,13,13,0,0,0,0,0,A
19,29,37,46,55,4,10,13,13,13,7,7,7,7,7,C
11,13,13,13,14,3,9,12,12,12,0,0,0,0,0,B
2,2,2,2,10,3,9,12,12,12,0,0,0,0,0,A
10,14,14,14,15,2,9,12,12,12,0,0,0,0,0,A
18,31,35,49,54,5,11,14,14,14,3,3,3,3,3,C
17,25,36,38,47,5,11,14,14,14,6,6,6,6,6,B
19,29,35,43,48,4,10,13,13,13,5,5,5,5,5,C
19,29,40,57,68,3,9,12,12,12,16,16,16,16,16,C
11,21,24,31,36,6,11,13,13,13,0,0,0,0,0,C
13,38,45,58,72,5,11,13,13,13,0,0,0,0,0,B
17,43,58,74,87,5,10,13,13,13,6,6,6,6,6,C
6,7,10,11,12,4,10,13,13,13,0,0,0,0,0,A
5,12,14,17,22,4,10,12,12,12,0,0,0,0,0,A
2,2,2,25,40,3,9,11,11,11,0,0,0,0,0,A
9,19,24,30,35,1,6,9,9,9,0,0,0,0,0,A
5,10,17,24,25,3,9,11,11,11,0,0,0,0,0,A
5,12,17,26,26,3,9,11,11,11,0,0,0,0,0,A
0,4,4,4,6,0,3,6,6,6,0,0,0,0,0,A
0,8,12,12,12,0,0,4,4,4,0,0,0,0,0,A
0,2,2,9,21,0,5,7,7,7,0,0,0,0,0,A
